Nickname,Id,Position,First Name,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 14,Unnamed: 15,5GameAvg,PER,USG,DP,MPG,UQR,NFPROJ,FullName,BOOM
33983-84670:Mikal Bridges,33983-84670,SF,Mikal,Bridges,20.392105905633226,76,5300,MEM@PHO,PHO,MEM,,,,,,23.0,11.1,12.1,0.08921173087682555,38.0,26.75,23.9,Mikal Bridges,8.199518094715897
33983-9673:Goran Dragic,33983-9673,PG,Goran,Dragic,24.8206892342403,29,5300,MIA@NY,MIA,NYK,,,,,,26.5,15.0,25.2,0.9631481631151105,25.6,25.9,33.2,Goran Dragic,13.933586296910471
33983-9957:Serge Ibaka,33983-9957,PF,Serge,Ibaka,30.3086963598279,69,5300,TOR@CHI,TOR,CHI,,,,,,27.640000000000004,18.2,22.3,0.8366464915416565,21.2,29.85,27.3,Serge Ibaka,12.826882940640976
33983-55056:Dario Saric,33983-55056,PF,Dario,Saric,20.12162162162162,74,5200,PHI@MIN,MIN,PHI,,,,,,20.14,12.7,17.6,0.16375140950950012,25.0,22.55,21.8,Dario Saric,8.84049414493715
33983-9655:J.J. Redick,33983-9655,SF,J.J.,Redick,25.15492957746479,71,5200,PHI@MIN,PHI,MIN,,,,,,28.46,14.6,21.6,0.9532243274403575,32.2,24.95,25.9,J.J. Redick,13.96944896347203
33983-80815:Zach Collins,33983-80815,PF,Zach,Collins,15.638570731026785,70,5100,POR@DET,POR,DET,,,,,,16.14,12.8,16.3,0.027843275282867626,15.6,16.8,19.2,Zach Collins,7.0874463898771545
33983-14523:Reggie Jackson,33983-14523,PG,Reggie,Jackson,25.20666666666667,75,5100,POR@DET,DET,POR,,,,,,28.220000000000006,15.5,23.8,0.5808015906524132,25.4,30.4,23.6,Reggie Jackson,12.489472163268903
33983-84674:Kevin Knox,33983-84674,SF,Kevin,Knox,20.352174620697465,69,5000,MIA@NY,NYK,MIA,,,,,,26.380000000000003,8.7,22.1,0.10268166989249719,33.4,26.25,22.7,Kevin Knox,10.486091123520975
33983-49115:Wayne Selden,33983-49115,SG,Wayne,Selden,12.52753658571105,69,5000,TOR@CHI,CHI,TOR,,,,,,16.56,8.5,18.1,0.4366497743050642,21.4,15.85,25.0,Wayne Selden,8.326338345495826
33983-15583:Seth Curry,33983-15583,PG,Seth,Curry,11.750724460767662,69,5000,POR@DET,POR,DET,,,,,,19.580000000000002,10.7,16.0,0.10850999209079994,24.2,23.25,19.6,Seth Curry,7.621825020080365
33983-16405:Terrence Ross,33983-16405,SG,Terrence,Ross,23.729332682291666,75,4900,ORL@IND,ORL,IND,,,,,,24.840000000000003,14.8,24.0,0.09702143723322636,27.2,30.8,24.6,Terrence Ross,11.21180455491016
33983-16604:Justin Holiday,33983-16604,SG,Justin,Holiday,21.91333333333333,75,4900,MEM@PHO,MEM,PHO,,,,,,19.74,9.4,15.3,0.0340865034518847,31.4,21.8,22.7,Justin Holiday,8.356695741267519
33983-16220:Dion Waiters,33983-16220,SG,Dion,Waiters,19.721621951541387,37,4800,MIA@NY,MIA,NYK,,,,,,21.58,10.9,20.4,0.9613419813281776,27.4,26.0,25.7,Dion Waiters,12.584629650983276
33983-22541:Kelly Olynyk,33983-22541,PF,Kelly,Olynyk,20.413889567057293,72,4600,MIA@NY,MIA,NYK,,,,,,25.880000000000003,15.3,18.3,0.8659640099819931,29.2,33.05,22.7,Kelly Olynyk,12.408550193809596
33983-12363:Hassan Whiteside,33983-12363,C,Hassan,Whiteside,33.49697043678977,66,4600,MIA@NY,MIA,NYK,,,,,,19.24,22.9,22.6,0.775832015455161,13.4,25.9,24.8,Hassan Whiteside,11.750482733119744
33983-67556:Tyler Dorsey,33983-67556,SG,Tyler,Dorsey,9.424390095036202,41,4600,MEM@PHO,MEM,PHO,,,,,,21.360000000000003,10.2,19.3,0.0340865034518847,24.2,17.25,22.9,Tyler Dorsey,7.723607021182479
33983-15904:Rodney Hood,33983-15904,SF,Rodney,Hood,18.589394309303977,66,4400,POR@DET,POR,DET,,,,,,16.32,12.5,18.3,0.07187651678289322,24.2,18.4,18.0,Rodney Hood,8.386270043121245
33983-9799:Wesley Matthews,33983-9799,SG,Wesley,Matthews,20.651515151515152,66,4400,ORL@IND,IND,ORL,,,,,,21.279999999999998,10.7,18.0,0.10372789064173125,30.6,24.3,20.1,Wesley Matthews,9.23080507001406
33983-9692:Tyreke Evans,33983-9692,SF,Tyreke,Evans,18.803125381469727,64,4300,ORL@IND,IND,ORL,,,,,,20.36,11.8,26.5,0.26930059578229054,20.4,28.5,14.3,Tyreke Evans,11.287854301124353
33983-14537:Chandler Parsons,33983-14537,SF,Chandler,Parsons,13.83157830489309,19,4200,MEM@PHO,MEM,PHO,,,,,,23.14,7.7,18.7,0.24768972583153015,22.4,28.75,18.9,Chandler Parsons,9.019336293550978
33983-63123:Mario Hezonja,33983-63123,SF,Mario,Hezonja,16.26851851851852,54,4100,MIA@NY,NYK,MIA,,,,,,20.2,10.3,20.5,0.10268166989249719,23.0,22.65,9.9,Mario Hezonja,9.014969192450764
33983-23447:Richaun Holmes,33983-23447,PF,Richaun,Holmes,19.182353300206803,68,4100,MEM@PHO,PHO,MEM,,,,,,23.240000000000002,21.1,18.0,0.06058197967849641,16.4,26.25,22.4,Richaun Holmes,8.477045634649805
33983-9956:Wayne Ellington,33983-9956,SG,Wayne,Ellington,16.341304613196332,46,4100,POR@DET,DET,POR,,,,,,21.76,11.4,16.7,0.6108844932212483,27.0,29.2,19.7,Wayne Ellington,10.164320142973759
33983-9966:James Johnson,33983-9966,PF,James,Johnson,17.664583841959637,48,4100,MIA@NY,MIA,NYK,,,,,,21.779999999999998,11.5,18.3,0.8659640099819931,22.4,29.0,23.1,James Johnson,10.979260884643715
33983-63478:Cristiano Felicio,33983-63478,C,Cristiano,Felicio,9.25,54,4100,TOR@CHI,CHI,TOR,,,,,,18.720000000000002,14.4,14.9,0.15045706218412164,18.4,19.7,21.1,Cristiano Felicio,6.7012172019533125
33983-66046:Luke Kennard,33983-66046,SG,Luke,Kennard,16.759648908648575,57,4100,POR@DET,DET,POR,,,,,,16.060000000000002,11.8,18.1,0.6108844932212483,24.0,19.5,18.5,Luke Kennard,9.631538305534699
33983-66114:Antonio Blakeney,33983-66114,SG,Antonio,Blakeney,10.992592140480324,54,4000,TOR@CHI,CHI,TOR,,,,,,10.239999999999998,10.7,24.5,0.4366497743050642,16.6,13.3,18.3,Antonio Blakeney,9.242770494183192
33983-66968:Derrick Jones,33983-66968,SF,Derrick,Jones,16.84363680752841,55,4000,MIA@NY,MIA,NYK,,,,,,16.22,14.5,16.3,0.9883828089579919,16.6,23.75,20.1,Derrick Jones,9.58824575408059
33983-16293:Norman Powell,33983-16293,SF,Norman,Powell,14.937036584924767,54,4000,TOR@CHI,TOR,CHI,,,,,,19.28,12.1,19.0,0.32255484096434267,18.2,18.85,20.3,Norman Powell,8.446260200500513
33983-12511:Ish Smith,33983-12511,PG,Ish,Smith,18.55714260801977,49,4000,POR@DET,DET,POR,,,,,,25.6,11.9,19.4,0.5808015906524132,21.6,24.65,19.0,Ish Smith,10.096132240692263
33983-9758:Danny Green,33983-9758,SG,Danny,Green,20.80810876794764,74,3900,TOR@CHI,TOR,CHI,,,,,,23.72,12.3,13.8,0.6156049283285292,28.0,28.65,20.6,Danny Green,9.898034862567801
33983-15771:Gorgui Dieng,33983-15771,C,Gorgui,Dieng,14.301449098448822,69,3900,PHI@MIN,MIN,PHI,,,,,,13.040000000000001,17.1,18.1,0.08879076339310422,9.0,13.9,18.2,Gorgui Dieng,7.0123049423927855
33983-70819:Dragan Bender,33983-70819,PF,Dragan,Bender,10.35250015258789,40,3900,MEM@PHO,PHO,MEM,,,,,,17.0,7.7,12.6,0.06058197967849641,28.8,18.7,18.9,Dragan Bender,6.477267270281801
33983-58289:Kadeem Allen,33983-58289,PG,Kadeem,Allen,19.96875,16,3900,MIA@NY,NYK,MIA,,,,,,16.520000000000003,14.2,18.3,0.14400803170345083,21.6,25.65,15.1,Kadeem Allen,8.97295128138413
33983-23740:Ryan Arcidiacono,33983-23740,PG,Ryan,Arcidiacono,16.317333984375,75,3900,TOR@CHI,CHI,TOR,,,,,,13.14,10.9,10.9,0.2061583346567758,18.6,14.0,23.5,Ryan Arcidiacono,6.0421623706581835
33983-16201:Michael Carter-Williams,33983-16201,PG,Michael,Carter-Williams,11.8227275501598,22,3800,ORL@IND,ORL,IND,,,,,,13.559999999999999,11.4,22.0,0.025094378571294377,12.8,16.0,16.6,Michael Carter-Williams,8.023246360155627
33983-70820:Thon Maker,33983-70820,C,Thon,Maker,12.414034659402411,57,3800,POR@DET,DET,POR,,,,,,16.82,12.0,15.6,0.05714310375826896,21.8,19.55,15.2,Thon Maker,7.130882832753771
33983-14529:Cory Joseph,33983-14529,PG,Cory,Joseph,19.694737484580592,76,3800,ORL@IND,IND,ORL,,,,,,16.5,11.3,13.8,0.2477827385895038,22.6,19.15,17.3,Cory Joseph,7.695596557215667
33983-9448:Jamal Crawford,33983-9448,SG,Jamal,Crawford,13.328813973119704,59,3800,MEM@PHO,PHO,MEM,,,,,,10.059999999999999,9.0,19.6,0.2962412394749948,18.4,11.5,2.2,Jamal Crawford,7.966142132033909
33983-63826:Boban Marjanovic,33983-63826,C,Boban,Marjanovic,14.839215446920955,51,3700,PHI@MIN,PHI,MIN,,,,,,9.96,23.7,23.3,0.8831485778909697,9.2,8.8,19.5,Boban Marjanovic,8.916620759683317
33983-20805:Troy Daniels,33983-20805,SG,Troy,Daniels,9.86888902452257,45,3600,MEM@PHO,PHO,MEM,,,,,,12.78,11.2,18.2,0.2962412394749948,16.8,14.85,17.0,Troy Daniels,7.429654606525545
33983-9810:Jerryd Bayless,33983-9810,PG,Jerryd,Bayless,14.1,30,3600,PHI@MIN,MIN,PHI,,,,,,12.000000000000002,7.2,16.8,0.20541192862718172,17.0,11.5,10.6,Jerryd Bayless,7.081802184020157
