Nickname,Id,Position,First Name,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 14,Unnamed: 15,5GameAvg,PER,USG,DP,MPG,UQR,NFPROJ,FullName,BOOM
33857-84690:Jalen Brunson,33857-84690,PG,Jalen,Brunson,16.62923114483173,65,5900,SAC@DAL,DAL,SAC,,,,,,24.46,12.9,18.9,0.9932407027012011,28.2,26.15,25.4,Jalen Brunson,16.2266978488339
33857-80811:Jonathan Isaac,33857-80811,SF,Jonathan,Isaac,22.64558859432445,68,5900,ORL@MIA,ORL,MIA,,,,,,22.96,12.6,16.1,0.10268166989249719,27.2,28.2,25.2,Jonathan Isaac,12.247539052107564
33857-12474:Patrick Beverley,33857-12474,PG,Patrick,Beverley,22.63648615656672,74,5800,LAC@MIN,LAC,MIN,,,,,,26.919999999999998,11.8,11.9,0.8627404920057156,30.6,33.05,26.1,Patrick Beverley,15.174036666423179
33857-49675:Derrick White,33857-49675,PG,Derrick,White,23.893219511387716,59,5700,SA@CHA,SAS,CHO,,,,,,23.82,15.3,17.7,0.3044590058488331,24.6,27.4,25.8,Derrick White,13.802989111122061
33857-84680:Shai Gilgeous-Alexander,33857-84680,PG,Shai,Gilgeous-Alexander,21.902666015625,75,5700,LAC@MIN,LAC,MIN,,,,,,32.94,12.9,18.2,0.8627404920057156,30.4,30.35,28.7,Shai Gilgeous-Alexander,16.491376570886906
33857-16405:Terrence Ross,33857-16405,SG,Terrence,Ross,23.83561643835617,73,5600,ORL@MIA,ORL,MIA,,,,,,24.840000000000003,14.8,24.0,0.1745392665347342,27.2,30.8,25.4,Terrence Ross,15.412243597494578
33857-20640:Jordan Clarkson,33857-20640,SG,Jordan,Clarkson,25.595890410958905,73,5600,BOS@CLE,CLE,BOS,,,,,,25.22,16.9,28.0,0.190954507181358,29.6,28.5,29.2,Jordan Clarkson,16.59359407117981
33857-24247:Fred VanVleet,33857-24247,PG,Fred,VanVleet,23.207142421177448,56,5600,CHI@TOR,TOR,CHI,,,,,,25.74,13.6,17.9,0.6204247816496155,30.6,33.5,25.1,Fred VanVleet,15.716628938030786
33857-80824:Frank Jackson,33857-80824,PG,Frank,Jackson,12.798333740234375,60,5600,ATL@NO,NOP,ATL,,,,,,22.58,8.9,18.2,0.9879742984687923,35.2,23.85,23.0,Frank Jackson,16.67162768209866
33857-15946:Harrison Barnes,33857-15946,SF,Harrison,Barnes,26.20294189453125,68,5500,SAC@DAL,SAC,DAL,,,,,,25.68,13.2,21.5,0.8701135033955351,33.2,27.65,26.6,Harrison Barnes,17.181150447904262
33857-12363:Hassan Whiteside,33857-12363,C,Hassan,Whiteside,33.923439025878906,64,5500,ORL@MIA,MIA,ORL,,,,,,19.24,22.9,22.6,0.3789028591975185,13.4,25.9,20.2,Hassan Whiteside,15.114839231131832
33857-14512:Marcus Morris,33857-14512,PF,Marcus,Morris,25.20144962918931,69,5500,BOS@CLE,BOS,CLE,,,,,,32.279999999999994,14.7,20.7,0.3920868308734976,34.2,38.2,24.4,Marcus Morris,16.313675861170303
33857-84678:Miles Bridges,33857-84678,SF,Miles,Bridges,16.16619787081866,71,5500,SA@CHA,CHO,SAS,,,,,,25.78,12.7,15.4,0.17603947244129312,23.0,36.4,27.9,Miles Bridges,11.994606489382349
33857-9577:Rudy Gay,33857-9577,SF,Rudy,Gay,28.403278288294054,61,5500,SA@CHA,SAS,CHO,,,,,,26.96,18.2,22.0,0.45862154182004106,24.0,29.95,25.5,Rudy Gay,15.031288587528852
33857-12366:Gordon Hayward,33857-12366,SF,Gordon,Hayward,23.38923152043269,65,5400,BOS@CLE,BOS,CLE,,,,,,15.460000000000003,15.0,18.9,0.3767847822016716,19.8,20.9,26.1,Gordon Hayward,12.73161740521239
33857-15636:Kentavious Caldwell-Pope,33857-15636,SG,Kentavious,Caldwell-Pope,17.380822586686644,73,5400,WAS@LAL,LAL,WAS,,,,,,26.020000000000003,12.3,16.7,0.7411806524335207,29.0,23.5,23.2,Kentavious Caldwell-Pope,14.60893555693812
33857-17333:Will Barton,33857-17333,SF,Will,Barton,24.55757649739583,33,5400,DET@DEN,DEN,DET,,,,,,26.26,12.8,20.5,0.07187651678289322,28.4,29.1,24.2,Will Barton,13.545386995690313
33857-9673:Goran Dragic,33857-9673,PG,Goran,Dragic,24.385186089409718,27,5400,ORL@MIA,MIA,ORL,,,,,,26.5,15.0,25.2,0.2477827385895038,25.6,25.9,26.6,Goran Dragic,15.545177685811392
33857-67026:Jaylen Brown,33857-67026,SG,Jaylen,Brown,22.99420254472373,69,5300,BOS@CLE,BOS,CLE,,,,,,25.199999999999996,13.7,22.0,0.6838628388442957,26.8,29.1,19.6,Jaylen Brown,16.27447597775735
33857-12368:Nemanja Bjelica,33857-12368,SF,Nemanja,Bjelica,23.38405797101449,69,5200,SAC@DAL,SAC,DAL,,,,,,26.48,15.3,16.7,0.8701135033955351,25.0,31.75,20.3,Nemanja Bjelica,14.855371013166863
33857-22541:Kelly Olynyk,33857-22541,PF,Kelly,Olynyk,20.68142787388393,70,5100,ORL@MIA,MIA,ORL,,,,,,25.880000000000003,15.3,18.3,0.14859929114980075,29.2,33.05,28.6,Kelly Olynyk,13.904996750167296
33857-23670:Marcus Smart,33857-23670,SG,Marcus,Smart,23.123287671232877,73,5100,BOS@CLE,BOS,CLE,,,,,,23.96,13.0,14.3,0.6838628388442957,28.0,22.55,25.0,Marcus Smart,14.086956986515071
33857-84689:Josh Okogie,33857-84689,SG,Josh,Okogie,16.825757575757574,66,5100,LAC@MIN,MIN,LAC,,,,,,25.56,9.0,15.9,0.4245324672066487,28.8,31.75,24.1,Josh Okogie,13.699266712791458
33857-9585:Dwyane Wade,33857-9585,SG,Dwyane,Wade,26.44218826293945,64,5100,ORL@MIA,MIA,ORL,,,,,,29.939999999999998,15.5,27.3,0.10372789064173125,26.8,38.05,28.8,Dwyane Wade,16.712567443632523
33857-9873:Robin Lopez,33857-9873,C,Robin,Lopez,17.810606060606062,66,5000,CHI@TOR,CHI,TOR,,,,,,25.78,15.6,18.6,0.15045706218412164,27.6,35.9,26.5,Robin Lopez,13.839167974647141
33857-70827:Ivica Zubac,33857-70827,C,Ivica,Zubac,19.454902200137862,51,5000,LAC@MIN,LAC,MIN,,,,,,23.380000000000003,18.6,20.8,0.8831485778909697,18.6,27.1,21.6,Ivica Zubac,15.153400783422597
33857-81621:Maxi Kleber,33857-81621,PF,Maxi,Kleber,17.893749237060547,64,5000,SAC@DAL,DAL,SAC,,,,,,27.8,13.4,13.8,0.12206972962474516,26.6,28.45,22.0,Maxi Kleber,12.058889838496164
33857-9957:Serge Ibaka,33857-9957,PF,Serge,Ibaka,30.316417181669774,67,5000,CHI@TOR,TOR,CHI,,,,,,27.640000000000004,18.2,22.3,0.8366464915416565,21.2,29.85,20.9,Serge Ibaka,16.82752634246113
33857-9966:James Johnson,33857-9966,PF,James,Johnson,17.639130965523098,46,5000,ORL@MIA,MIA,ORL,,,,,,21.779999999999998,11.5,18.3,0.14859929114980075,22.4,29.0,17.5,James Johnson,13.03950275760058
33857-85305:Kenrich Williams,33857-85305,SF,Kenrich,Williams,16.602564102564102,39,5000,ATL@NO,NOP,ATL,,,,,,20.52,9.4,12.5,0.9909173606671299,28.4,27.65,19.8,Kenrich Williams,13.989494208985565
33857-58378:Jakob Poeltl,33857-58378,C,Jakob,Poeltl,16.647825379302535,69,4900,SA@CHA,SAS,CHO,,,,,,25.619999999999997,19.4,13.6,0.9628775744011792,20.2,30.45,23.7,Jakob Poeltl,13.803577586254887
33857-23572:Taurean Prince,33857-23572,SF,Taurean,Prince,23.2,50,4900,ATL@NO,ATL,NOP,,,,,,-1000.0,-1000.0,-1000.0,0.963011878842806,-1000.0,,26.2,Taurean Prince,
33857-15993:Pat Connaughton,33857-15993,SG,Pat,Connaughton,15.967924297980542,53,4800,HOU@MIL,MIL,HOU,,,,,,23.8,12.9,13.3,0.12320505759982549,29.4,25.6,21.0,Pat Connaughton,11.73928972943241
33857-82744:Shaquille Harrison,33857-82744,PG,Shaquille,Harrison,15.546153846153846,65,4800,CHI@TOR,CHI,TOR,,,,,,24.479999999999997,11.6,15.6,0.2061583346567758,29.2,27.3,29.2,Shaquille Harrison,12.600990160722846
33857-24544:Gary Harris,33857-24544,SF,Gary,Harris,23.442554230385642,47,4800,DET@DEN,DEN,DET,,,,,,23.06,13.4,20.7,0.07187651678289322,27.4,25.3,21.8,Gary Harris,13.21901170275024
33857-16448:Frank Kaminsky,33857-16448,PF,Frank,Kaminsky,13.13947336297286,38,4700,SA@CHA,CHO,SAS,,,,,,17.639999999999997,15.8,21.9,0.09267899339316248,20.6,21.1,18.9,Frank Kaminsky,12.872518756845693
33857-15590:Mason Plumlee,33857-15590,C,Mason,Plumlee,23.169443766276046,72,4700,DET@DEN,DEN,DET,,,,,,23.299999999999997,18.3,16.5,0.009987218030808332,22.8,24.2,24.9,Mason Plumlee,12.498594633217081
33857-9758:Danny Green,33857-9758,SG,Danny,Green,20.813888549804688,72,4500,CHI@TOR,TOR,CHI,,,,,,23.72,12.3,13.8,0.6156049283285292,28.0,28.65,20.3,Danny Green,13.898516511055888
33857-14523:Reggie Jackson,33857-14523,PG,Reggie,Jackson,25.273972602739725,73,4500,DET@DEN,DET,DEN,,,,,,28.220000000000006,15.5,23.8,0.11383304938551116,25.4,30.4,21.5,Reggie Jackson,15.216638430455523
33857-9451:Marvin Williams,33857-9451,PF,Marvin,Williams,23.30000068772007,71,4500,SA@CHA,CHO,SAS,,,,,,20.72,12.9,14.9,0.09267899339316248,26.8,23.1,23.4,Marvin Williams,12.390328318126762
33857-55060:Bogdan Bogdanovic,33857-55060,SG,Bogdan,Bogdanovic,26.101613690776208,62,4500,SAC@DAL,SAC,DAL,,,,,,16.1,13.3,22.6,0.9654265675929291,21.6,18.7,24.6,Bogdan Bogdanovic,16.331431450237858
33857-23407:PJ Tucker,33857-23407,PF,PJ,Tucker,22.05810876794764,74,4500,HOU@MIL,HOU,MIL,,,,,,-1000.0,-1000.0,-1000.0,0.8626607532031234,-1000.0,,-189238.0,PJ Tucker,
33857-66046:Luke Kennard,33857-66046,SG,Luke,Kennard,16.89454567649148,55,4500,DET@DEN,DET,DEN,,,,,,16.060000000000002,11.8,18.1,0.5425508172628137,24.0,19.5,19.8,Luke Kennard,13.435913309258938
33857-70824:Ante Zizic,33857-70824,C,Ante,Zizic,16.0,53,4400,BOS@CLE,CLE,BOS,,,,,,19.38,15.2,17.8,0.0037528324457405397,24.4,21.85,2.0,Ante Zizic,12.132297608008752
33857-9648:Jeff Green,33857-9648,SF,Jeff,Green,21.95694478352864,72,4400,WAS@LAL,WAS,LAL,,,,,,20.74,13.7,17.5,0.9097316942805543,24.2,22.25,19.3,Jeff Green,14.375739138154595
33857-66091:Cheick Diallo,33857-66091,PF,Cheick,Diallo,14.775438810649671,57,4300,ATL@NO,NOP,ATL,,,,,,22.82,17.7,16.5,0.9270499974625365,19.6,24.45,19.0,Cheick Diallo,13.795812574646902
33857-84704:Kevin Huerter,33857-84704,SG,Kevin,Huerter,19.638235653147976,68,4300,ATL@NO,ATL,NOP,,,,,,18.2,9.9,15.6,0.9662231617134047,26.2,21.6,20.5,Kevin Huerter,14.938122768460186
33857-58134:Justin Jackson,33857-58134,SF,Justin,Jackson,12.58472188313802,72,4300,SAC@DAL,DAL,SAC,,,,,,17.52,10.4,13.9,0.5817103865982473,22.4,25.25,15.8,Justin Jackson,11.593471564972043
33857-15814:Alex Len,33857-15814,C,Alex,Len,20.817142159598216,70,4300,ATL@NO,ATL,NOP,,,,,,17.220000000000002,16.5,22.0,0.9960694931942436,16.6,22.05,22.1,Alex Len,15.258457678615905
33857-63127:Willy Hernangomez,33857-63127,C,Willy,Hernangomez,16.256862266390932,51,4200,SA@CHA,CHO,SAS,,,,,,15.36,20.1,21.8,0.10117272677985552,15.2,19.9,-189238.0,Willy Hernangomez,12.785737997715142
33857-12511:Ish Smith,33857-12511,PG,Ish,Smith,18.48936170212766,47,4200,DET@DEN,DET,DEN,,,,,,25.6,11.9,19.4,0.11383304938551116,21.6,24.65,19.9,Ish Smith,13.00330433132853
33857-16220:Dion Waiters,33857-16220,SG,Dion,Waiters,19.33142787388393,35,4200,ORL@MIA,MIA,ORL,,,,,,21.58,10.9,20.4,0.10372789064173125,27.4,26.0,22.2,Dion Waiters,13.671116244035828
33857-23981:Alex Caruso,33857-23981,PG,Alex,Caruso,13.28125,16,4200,WAS@LAL,LAL,WAS,,,,,,28.26,14.9,14.9,0.8676371288257312,26.6,31.3,15.3,Alex Caruso,14.499325658779732
33857-40396:Monte Morris,33857-40396,SG,Monte,Morris,21.055555555555557,72,4200,DET@DEN,DEN,DET,,,,,,16.619999999999997,16.3,16.8,0.13093855268365373,22.8,18.3,21.5,Monte Morris,12.264847702700562
33857-14501:Tristan Thompson,33857-14501,C,Tristan,Thompson,29.05000064247533,38,4100,BOS@CLE,CLE,BOS,,,,,,19.86,18.5,17.5,0.0037528324457405397,22.6,19.5,17.2,Tristan Thompson,12.925381239646079
33857-14521:Kenneth Faried,33857-14521,PF,Kenneth,Faried,21.906061345880683,33,4100,HOU@MIL,HOU,MIL,,,,,,13.76,22.0,20.1,0.8626607532031234,15.0,16.2,18.2,Kenneth Faried,13.944708161070661
33857-9956:Wayne Ellington,33857-9956,SG,Wayne,Ellington,16.03863664106889,44,4100,DET@DEN,DET,DEN,,,,,,21.76,11.4,16.7,0.5425508172628137,27.0,29.2,14.0,Wayne Ellington,13.906373119167636
33857-55056:Dario Saric,33857-55056,PF,Dario,Saric,20.07083299424913,72,4100,LAC@MIN,MIN,LAC,,,,,,20.14,12.7,17.6,0.5913542430184234,25.0,22.55,22.0,Dario Saric,14.014352742960167
33857-9654:Vince Carter,33857-9654,SF,Vince,Carter,14.13768115942029,69,4100,ATL@NO,ATL,NOP,,,,,,19.999999999999996,12.2,16.6,0.963011878842806,22.4,24.1,15.6,Vince Carter,13.537050506902611
33857-23294:Danuel House,33857-23294,SF,Danuel,House,17.200000393775202,31,4000,HOU@MIL,HOU,MIL,,,,,,17.839999999999996,12.0,14.5,0.6907825095138188,30.2,23.1,11.8,Danuel House,13.205447923477173
33857-58350:Stanley Johnson,33857-58350,SF,Stanley,Johnson,14.891935286983365,62,4000,ATL@NO,NOP,ATL,,,,,,12.98,9.4,19.2,0.9909173606671299,12.2,17.55,17.5,Stanley Johnson,12.32218055250743
33857-66061:Dwayne Bacon,33857-66061,SF,Dwayne,Bacon,10.114705702837776,34,3900,SA@CHA,CHO,SAS,,,,,,18.5,10.5,16.2,0.17603947244129312,24.4,19.25,21.1,Dwayne Bacon,10.695892330465382
33857-12369:Lance Stephenson,33857-12369,SF,Lance,Stephenson,14.501612509450604,62,3900,WAS@LAL,LAL,WAS,,,,,,8.1,12.5,21.0,0.8996298580147305,9.4,10.3,15.8,Lance Stephenson,11.709048901766245
33857-9598:Ersan Ilyasova,33857-9598,PF,Ersan,Ilyasova,15.248333740234376,60,3900,HOU@MIL,MIL,HOU,,,,,,16.939999999999998,12.9,16.1,0.1178178381888048,20.6,21.65,16.7,Ersan Ilyasova,11.678421255116293
33857-16293:Norman Powell,33857-16293,SF,Norman,Powell,14.651923546424277,52,3900,CHI@TOR,TOR,CHI,,,,,,19.28,12.1,19.0,0.32255484096434267,18.2,18.85,12.3,Norman Powell,11.672500780625473
33857-14506:Brandon Knight,33857-14506,PG,Brandon,Knight,11.729032454952115,31,3800,BOS@CLE,CLE,BOS,,,,,,18.4,10.8,18.6,0.3386296155122778,24.0,19.4,18.0,Brandon Knight,12.560171448871497
33857-49336:DeAndre' Bembry,33857-49336,SF,DeAndre',Bembry,20.30405405405405,74,3800,ATL@NO,ATL,NOP,,,,,,19.22,10.0,16.6,0.963011878842806,18.4,21.75,-189238.0,DeAndre' Bembry,13.287493412952285
33857-9939:Patty Mills,33857-9939,PG,Patty,Mills,18.254054713893577,74,3800,SA@CHA,SAS,CHO,,,,,,18.54,13.2,18.4,0.3044590058488331,22.8,20.2,17.0,Patty Mills,12.935542553879193
33857-84706:Devonte' Graham,33857-84706,PG,Devonte',Graham,10.786486651446367,37,3800,SA@CHA,CHO,SAS,,,,,,9.92,9.9,16.9,0.4444909409637827,16.0,11.25,0.3,Devonte' Graham,11.162393497877448
33857-68090:OG Anunoby,33857-68090,SF,OG,Anunoby,13.909375190734865,64,3800,CHI@TOR,TOR,CHI,,,,,,14.959999999999999,10.0,15.5,0.32255484096434267,17.4,16.8,10.5,OG Anunoby,10.551523909149225
33857-12337:Greg Monroe,33857-12337,C,Greg,Monroe,11.130769387269632,39,3700,BOS@CLE,BOS,CLE,,,,,,8.54,13.6,22.1,0.5279930881493154,9.2,18.4,4.8,Greg Monroe,12.461756854500809
33857-12443:Jeremy Lin,33857-12443,PG,Jeremy,Lin,18.347761922807837,67,3700,CHI@TOR,TOR,CHI,,,,,,14.939999999999998,14.2,22.3,0.6204247816496155,18.2,20.65,7.8,Jeremy Lin,14.306170432566487
33857-70820:Thon Maker,33857-70820,C,Thon,Maker,12.287272505326705,55,3700,DET@DEN,DET,DEN,,,,,,16.82,12.0,15.6,0.6591922603580295,21.8,19.55,16.2,Thon Maker,12.546359705801386
33857-23788:Bryn Forbes,33857-23788,PG,Bryn,Forbes,18.79189156197213,74,3700,SA@CHA,SAS,CHO,,,,,,15.839999999999998,11.4,17.6,0.3044590058488331,26.0,20.1,17.6,Bryn Forbes,12.991918793355408
33857-42733:David Nwaba,33857-42733,SG,David,Nwaba,14.834884288699126,43,3700,BOS@CLE,CLE,BOS,,,,,,15.839999999999998,13.0,14.7,0.190954507181358,21.0,19.4,15.4,David Nwaba,11.315173373459091
33857-48940:Wes Iwundu,33857-48940,SF,Wes,Iwundu,11.223333740234377,60,3700,ORL@MIA,ORL,MIA,,,,,,-1000.0,-1000.0,-1000.0,0.10268166989249719,-1000.0,,-189238.0,Wes Iwundu,
33857-19781:Kent Bazemore,33857-19781,SG,Kent,Bazemore,24.36833292643229,60,3700,ATL@NO,ATL,NOP,,,,,,13.379999999999999,12.3,22.1,0.9662231617134047,18.4,18.1,16.6,Kent Bazemore,15.532345082476503
33857-66968:Derrick Jones,33857-66968,SF,Derrick,Jones,16.711320985038327,53,3700,ORL@MIA,MIA,ORL,,,,,,16.22,14.5,16.3,0.26930059578229054,16.6,23.75,17.4,Derrick Jones,11.271771419715503
33857-16376:Dorian Finney-Smith,33857-16376,SF,Dorian,Finney-Smith,18.017808888056507,73,3700,SAC@DAL,DAL,SAC,,,,,,16.48,10.9,13.5,0.5817103865982473,20.0,20.15,9.4,Dorian Finney-Smith,11.387305271662932
33857-64017:Salah Mejri,33857-64017,C,Salah,Mejri,8.675862279431572,29,3600,SAC@DAL,DAL,SAC,,,,,,11.260000000000002,13.5,12.6,0.07518358118822295,10.0,14.85,5.9,Salah Mejri,9.263521416588658
33857-37931:Aron Baynes,33857-37931,C,Aron,Baynes,13.774999445134945,44,3600,BOS@CLE,BOS,CLE,,,,,,13.9,14.0,15.9,0.5279930881493154,14.8,15.85,11.9,Aron Baynes,11.495721243867704
33857-15975:C.J. Williams,33857-15975,SG,C.J.,Williams,4.458333333333333,12,3600,LAC@MIN,MIN,LAC,,,,,,6.38,7.3,14.0,0.4245324672066487,5.8,4.45,0.0,C.J. Williams,8.620448695806978
33857-81529:Daniel Theis,33857-81529,PF,Daniel,Theis,14.14406779661017,59,3600,BOS@CLE,BOS,CLE,,,,,,7.0200000000000005,17.4,15.9,0.3920868308734976,9.0,7.2,6.2,Daniel Theis,10.301318384473092
33857-15996:Jerian Grant,33857-15996,PG,Jerian,Grant,12.05087762129934,57,3600,ORL@MIA,ORL,MIA,,,,,,12.540000000000001,10.7,13.1,0.14400803170345083,15.2,16.25,0.5,Jerian Grant,10.090587462748964
33857-14515:Iman Shumpert,33857-14515,SG,Iman,Shumpert,17.5125002179827,56,3600,HOU@MIL,HOU,MIL,,,,,,13.64,9.3,14.7,0.7276954174139385,20.2,14.85,8.3,Iman Shumpert,12.474324634090546
33857-23740:Ryan Arcidiacono,33857-23740,PG,Ryan,Arcidiacono,16.138355829944352,73,3600,CHI@TOR,CHI,TOR,,,,,,13.14,10.9,10.9,0.2061583346567758,18.6,14.0,21.5,Ryan Arcidiacono,10.027247524455628
33857-14543:Davis Bertans,33857-14543,SF,Davis,Bertans,16.423530129825366,68,3600,SA@CHA,SAS,CHO,,,,,,15.419999999999998,13.0,13.8,0.45862154182004106,22.4,15.85,16.0,Davis Bertans,10.96556132564506
33857-16081:Khem Birch,33857-16081,PF,Khem,Birch,12.359523228236608,42,3600,ORL@MIA,ORL,MIA,,,,,,17.1,18.9,13.3,0.016160640219438013,14.4,21.15,14.8,Khem Birch,10.271602758336876
33857-84688:Keita Bates-Diop,33857-84688,SF,Keita,Bates-Diop,10.909524100167413,21,3600,LAC@MIN,MIN,LAC,,,,,,11.559999999999999,9.6,13.7,0.07472557726055587,18.6,12.65,14.6,Keita Bates-Diop,9.234098097762303
33857-9500:Dirk Nowitzki,33857-9500,PF,Dirk,Nowitzki,11.35348865597747,43,3600,SAC@DAL,DAL,SAC,,,,,,19.54,9.6,20.9,0.12206972962474516,18.6,33.45,17.0,Dirk Nowitzki,13.19847517040106
33857-20277:Torrey Craig,33857-20277,SG,Torrey,Craig,14.335384427584135,65,3600,DET@DEN,DEN,DET,,,,,,15.24,10.2,12.8,0.13093855268365373,14.0,24.1,11.6,Torrey Craig,10.617117694535215
33857-58295:D.J. Wilson,33857-58295,PF,D.J.,Wilson,13.519999694824216,40,3600,HOU@MIL,MIL,HOU,,,,,,15.620000000000001,10.1,14.1,0.1178178381888048,19.2,16.65,11.3,D.J. Wilson,10.651920481713887
33857-49115:Wayne Selden,33857-49115,SG,Wayne,Selden,11.96417874008862,67,3600,CHI@TOR,CHI,TOR,,,,,,16.56,8.5,18.1,0.4366497743050642,21.4,15.85,21.5,Wayne Selden,12.279391858360624
33857-9703:George Hill,33857-9703,PG,George,Hill,15.299999530498798,52,3600,HOU@MIL,MIL,HOU,,,,,,6.44,11.2,14.4,0.028185482359472255,10.8,10.65,15.4,George Hill,9.997320407685125
33857-63478:Cristiano Felicio,33857-63478,C,Cristiano,Felicio,8.709615267240084,52,3600,CHI@TOR,CHI,TOR,,,,,,18.720000000000002,14.4,14.9,0.15045706218412164,18.4,19.7,10.5,Cristiano Felicio,10.656185140889987
33857-9731:Kosta Koufos,33857-9731,C,Kosta,Koufos,11.717143031529016,35,3500,SAC@DAL,SAC,DAL,,,,,,7.220000000000001,12.6,15.3,0.43393614875004705,6.6,10.05,12.5,Kosta Koufos,9.97238322593547
33857-66064:Malik Beasley,33857-66064,SG,Malik,Beasley,18.015277438693573,72,3500,DET@DEN,DEN,DET,,,,,,15.639999999999997,14.6,18.0,0.13093855268365373,20.0,16.25,16.2,Malik Beasley,12.04011572784809
33857-85523:Jordan Loyd,33857-85523,PG,Jordan,Loyd,2.822222179836697,9,3500,CHI@TOR,TOR,CHI,,,,,,0.8,9.5,18.7,0.6204247816496155,2.6,2.0,0.0,Jordan Loyd,9.308265934843416
33857-48668:Troy Caupain,33857-48668,PG,Troy,Caupain,5.6500000953674325,4,3500,ORL@MIA,ORL,MIA,,,,,,2.85,32.0,21.8,0.14400803170345083,-1000.0,2.8625,0.0,Troy Caupain,-42.250435472799545
33857-23581:Amile Jefferson,33857-23581,PF,Amile,Jefferson,3.6875,8,3500,ORL@MIA,ORL,MIA,,,,,,3.72,14.9,12.6,0.016160640219438013,3.6,4.4,0.0,Amile Jefferson,7.880983538995957
33857-101412:Brandon Sampson,33857-101412,SG,Brandon,Sampson,4.549999872843425,6,3500,CHI@TOR,CHI,TOR,,,,,,3.9799999999999995,9.5,16.7,0.4366497743050642,6.8,8.2,7.7,Brandon Sampson,9.62806447620122
33857-9772:Ryan Anderson,33857-9772,PF,Ryan,Anderson,6.822727550159801,22,3500,ORL@MIA,MIA,ORL,,,,,,2.02,4.6,12.2,0.14859929114980075,4.4,4.25,0.1,Ryan Anderson,8.116378967546833
33857-15405:JaMychal Green,33857-15405,PF,JaMychal,Green,20.128813145524365,59,3500,LAC@MIN,LAC,MIN,,,,,,14.239999999999998,14.3,19.5,0.8962848670194341,19.4,17.05,14.8,JaMychal Green,14.408441621844608
33857-15417:Solomon Hill,33857-15417,SF,Solomon,Hill,10.815384302383814,39,3500,ATL@NO,NOP,ATL,,,,,,7.600000000000001,6.8,9.6,0.9909173606671299,9.8,8.65,0.1,Solomon Hill,8.645697784504915
33857-12348:Wesley Johnson,33857-12348,SF,Wesley,Johnson,8.235135465054901,37,3500,WAS@LAL,WAS,LAL,,,,,,3.1,5.7,12.0,0.9097316942805543,8.4,4.2,0.1,Wesley Johnson,8.424178537185506
33857-66114:Antonio Blakeney,33857-66114,SG,Antonio,Blakeney,10.563461303710938,52,3500,CHI@TOR,CHI,TOR,,,,,,10.239999999999998,10.7,24.5,0.4366497743050642,16.6,13.3,22.4,Antonio Blakeney,13.207009591119077
33857-12357:Quincy Pondexter,33857-12357,SG,Quincy,Pondexter,4.141666730244953,48,3500,SA@CHA,SAS,CHO,,,,,,3.66,13.6,13.5,0.3858339234192658,4.2,4.45,0.3,Quincy Pondexter,8.320913885621419
33857-66129:Deyonta Davis,33857-66129,C,Deyonta,Davis,0.0,1,3500,ATL@NO,ATL,NOP,,,,,,-1000.0,0.0,0.0,0.9960694931942436,20.0,,-189238.0,Deyonta Davis,
33857-9810:Jerryd Bayless,33857-9810,PG,Jerryd,Bayless,13.417857578822545,28,3500,LAC@MIN,MIN,LAC,,,,,,12.000000000000002,7.2,16.8,0.6364205870516831,17.0,11.5,10.5,Jerryd Bayless,11.857857987889282
33857-58461:Trey Lyles,33857-58461,PF,Trey,Lyles,17.106896762190193,58,3500,DET@DEN,DEN,DET,,,,,,7.840000000000001,13.1,23.4,0.027843275282867626,7.6,4.2,0.7,Trey Lyles,11.859239116939955
33857-68203:Chris Boucher,33857-68203,PF,Chris,Boucher,8.291666666666666,24,3500,CHI@TOR,TOR,CHI,,,,,,7.0,23.6,24.0,0.8366464915416565,4.4,8.4,0.0,Chris Boucher,11.809667801163263
33857-41077:Sindarius Thornwell,33857-41077,SG,Sindarius,Thornwell,2.773214340209961,56,3500,LAC@MIN,LAC,MIN,,,,,,0.8400000000000001,4.2,12.0,0.8842912792861917,0.6,1.2,0.1,Sindarius Thornwell,7.391314482022153
33857-24186:Tyrone Wallace,33857-24186,SG,Tyrone,Wallace,7.366666440610532,54,3500,LAC@MIN,LAC,MIN,,,,,,5.999999999999999,7.1,18.6,0.8842912792861917,9.2,7.8,1.2,Tyrone Wallace,11.057992604122267
33857-67707:Marquese Chriss,33857-67707,PF,Marquese,Chriss,9.928571428571429,35,3500,BOS@CLE,CLE,BOS,,,,,,11.16,9.1,20.3,0.008849212459396624,13.0,12.2,4.6,Marquese Chriss,11.194124853790523
33857-41597:Johnathan Motley,33857-41597,PF,Johnathan,Motley,8.705882352941176,17,3500,LAC@MIN,LAC,MIN,,,,,,10.46,16.5,28.9,0.8962848670194341,10.0,12.4,0.9,Johnathan Motley,14.163848714833195
33857-66185:Caleb Swanigan,33857-66185,PF,Caleb,Swanigan,5.772222306993272,18,3500,SAC@DAL,SAC,DAL,,,,,,3.7,3.2,18.4,0.6800781172046994,4.6,3.2,0.2,Caleb Swanigan,9.800388421886227
33857-85137:Duncan Robinson,33857-85137,SG,Duncan,Robinson,4.063636432994496,11,3500,ORL@MIA,MIA,ORL,,,,,,5.06,7.8,12.2,0.10372789064173125,9.0,7.2,0.0,Duncan Robinson,8.277193861785168
