"","Rk","G","Date","Age","Tm","Var.6","Opp","Var.8","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","GmSc","X...","NA.","FPTS"
"22","21","1","2019-02-07","23-325","OKC","","MEM","W (+22)","0","1:34","0","1",".000","0","1",".000","0","0","","0","0","0","0","0","0","0","0","0","-0.7","+1",NA,0
"34","33","2","2019-03-08","23-354","OKC","@","LAC","L (-8)","0","0:09","0","1",".000","0","1",".000","0","0","","0","0","0","0","0","0","0","0","0","-0.7","0",NA,0
"35","34","3","2019-03-11","23-357","OKC","@","UTA","W (+9)","0","0:42","0","0","","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0.0","-3",NA,0
