"","Rk","G","Date","Age","Tm","Var.6","Opp","Var.8","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","GmSc","X...","NA.","FPTS"
"15","15","1","2018-11-16","23-058","MIL","","CHI","W (+19)","0","3:29","0","1",".000","0","0","","0","0","","0","1","1","0","0","0","1","0","0","-1.4","-3",NA,0.2
"17","17","2","2018-11-21","23-063","MIL","","POR","W (+43)","0","9:54","3","3","1.000","1","1","1.000","0","0","","0","1","1","1","1","0","0","1","7","7.7","+11",NA,12.45
"24","23","3","2018-12-05","23-077","MIL","","DET","W (+23)","0","6:17","1","3",".333","0","0","","0","0","","0","1","1","1","0","0","0","0","2","1.3","0",NA,4.45
"29","28","4","2018-12-14","23-086","MIL","@","CLE","W (+12)","0","8:50","0","3",".000","0","2",".000","1","2",".500","0","2","2","2","1","0","0","0","1","1.5","+4",NA,8.9
