"","Rk","G","Date","Age","Tm","Var.6","Opp","Var.8","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","GmSc","X...","NA.","FPTS"
"4","4","1","2018-10-24","21-085","WAS","@","GSW","L (-22)","0","9:20","1","5",".200","0","2",".000","4","4","1.000","2","2","4","0","0","0","0","0","6","4.9","+1",NA,10.8
"6","6","2","2018-10-28","21-089","WAS","@","LAC","L (-32)","0","10:39","3","7",".429","0","2",".000","1","1","1.000","2","1","3","1","0","0","1","1","7","4.3","-12",NA,10.85
"9","9","3","2018-11-04","21-096","WAS","","NYK","W (+13)","0","1:27","0","0","","0","0","","0","0","","0","0","0","0","0","0","1","0","0","-1.0","-2",NA,-1
"10","10","4","2018-11-06","21-098","WAS","@","DAL","L (-19)","0","1:16","0","0","","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0.0","0",NA,0
"14","14","5","2018-11-14","21-106","WAS","","CLE","W (+24)","0","4:06","2","2","1.000","0","0","","2","2","1.000","0","1","1","0","0","0","0","2","6","4.9","+2",NA,7.2
"16","16","6","2018-11-18","21-110","WAS","","POR","L (-10)","0","4:57","3","3","1.000","0","0","","0","1",".000","0","2","2","3","0","1","0","1","6","7.7","+7",NA,15.15
"17","17","7","2018-11-20","21-112","WAS","","LAC","W (+7)","1","19:04","3","5",".600","0","1",".000","1","2",".500","1","2","3","1","0","1","1","1","7","5.6","-1",NA,13.85
"18","18","8","2018-11-23","21-115","WAS","@","TOR","L (-18)","1","17:35","3","6",".500","1","4",".250","0","0","","3","4","7","0","1","2","0","0","7","9.7","-2",NA,24.4
"19","19","9","2018-11-24","21-116","WAS","","NOP","W (+10)","1","16:29","2","2","1.000","0","0","","0","0","","0","3","3","2","0","1","1","1","4","5.0","+8",NA,12.1
"20","20","10","2018-11-26","21-118","WAS","","HOU","W (+4)","1","12:02","2","4",".500","0","0","","0","0","","2","1","3","0","1","2","0","0","4","6.1","-17",NA,16.6
"22","21","11","2018-11-28","21-120","WAS","@","NOP","L (-21)","1","14:24","0","0","","0","0","","0","0","","0","2","2","0","0","0","1","2","0","-1.2","-9",NA,1.4
"23","22","12","2018-11-30","21-122","WAS","@","PHI","L (-25)","1","18:42","5","7",".714","0","1",".000","2","2","1.000","1","6","7","0","1","1","1","0","12","12.3","-9",NA,25.4
"24","23","13","2018-12-01","21-123","WAS","","BRK","W (+14)","1","19:29","1","3",".333","0","2",".000","0","0","","1","6","7","2","1","0","3","2","2","1.4","-3",NA,12.9
"25","24","14","2018-12-03","21-125","WAS","@","NYK","W (+3)","1","18:46","3","4",".750","0","1",".000","2","2","1.000","2","4","6","1","0","0","1","4","8","7.1","+14",NA,15.45
"26","25","15","2018-12-05","21-127","WAS","@","ATL","W (+14)","1","20:52","5","8",".625","1","2",".500","5","5","1.000","2","7","9","1","1","1","0","2","16","17.5","-5",NA,34.05
"27","26","16","2018-12-08","21-130","WAS","@","CLE","L (-15)","1","11:25","1","1","1.000","0","0","","0","0","","1","0","1","0","0","1","1","1","2","1.7","-8",NA,5.2
"28","27","17","2018-12-10","21-132","WAS","@","IND","L (-8)","1","19:46","4","6",".667","0","0","","2","2","1.000","1","2","3","2","0","0","0","1","10","9.7","-15",NA,16.1
"29","28","18","2018-12-12","21-134","WAS","","BOS","L (-5)","1","18:11","4","4","1.000","0","0","","0","0","","1","5","6","0","1","0","0","1","8","9.6","+7",NA,18.2
"30","29","19","2018-12-14","21-136","WAS","@","BRK","L (-7)","1","16:32","3","7",".429","1","4",".250","0","1",".000","0","3","3","1","0","2","1","1","7","4.5","-7",NA,16.85
"31","30","20","2018-12-16","21-138","WAS","","LAL","W (+18)","1","28:05","4","8",".500","0","0","","0","0","","3","8","11","2","1","2","0","1","8","11.9","+12",NA,32.7
"32","31","21","2018-12-18","21-140","WAS","@","ATL","L (-8)","1","14:17","1","2",".500","0","0","","2","4",".500","0","2","2","1","0","1","0","2","4","3.4","-7",NA,10.65
"33","32","22","2018-12-19","21-141","WAS","@","HOU","L (-18)","1","23:43","5","6",".833","2","2","1.000","0","0","","1","3","4","1","0","1","0","1","12","12.4","-10",NA,21.05
"34","33","23","2018-12-22","21-144","WAS","","PHO","W (+3)","1","35:54","14","14","1.000","0","0","","3","3","1.000","4","9","13","2","0","0","1","3","31","31.5","+12",NA,48.1
"35","34","24","2018-12-23","21-145","WAS","@","IND","L (-16)","1","17:35","3","6",".500","1","1","1.000","4","4","1.000","0","7","7","0","0","0","1","2","11","8.3","-2",NA,18.4
"36","35","25","2018-12-26","21-148","WAS","@","DET","L (-11)","1","13:31","3","3","1.000","0","0","","1","2",".500","1","2","3","0","1","0","2","1","7","5.6","-15",NA,11.6
"37","36","26","2018-12-28","21-150","WAS","","CHI","L (-9)","1","29:37","4","8",".500","0","0","","4","5",".800","2","6","8","2","1","3","0","1","12","14.9","-3",NA,36.1
"38","37","27","2018-12-29","21-151","WAS","","CHO","W (+4)","1","35:43","9","13",".692","0","2",".000","3","3","1.000","2","8","10","3","0","1","0","2","21","21.3","0",NA,39.75
"39","38","28","2019-01-02","21-155","WAS","","ATL","W (+16)","1","39:13","5","7",".714","0","1",".000","6","6","1.000","1","14","15","1","2","2","1","3","16","19.9","+20",NA,46.25
"40","39","29","2019-01-04","21-157","WAS","@","MIA","L (-6)","1","23:18","5","7",".714","0","0","","0","0","","0","5","5","0","0","0","0","3","10","7.4","0",NA,16
"41","40","30","2019-01-06","21-159","WAS","@","OKC","W (+18)","1","21:16","6","8",".750","0","0","","2","3",".667","2","5","7","1","1","1","1","1","14","14.3","-7",NA,28.65
"43","41","31","2019-01-08","21-161","WAS","@","PHI","L (-17)","1","17:34","3","5",".600","1","1","1.000","2","2","1.000","0","3","3","1","1","1","1","1","9","8.6","-8",NA,18.85
