"","Rk","G","Date","Age","Tm","Var.6","Opp","Var.8","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","GmSc","X...","NA.","FPTS"
"1","1","1","2018-10-17","30-118","IND","","MEM","W (+28)","1","27:43","5","7",".714","0","1",".000","0","1",".000","3","5","8","3","0","1","3","2","10","9.3","+23",NA,23.35
"2","2","2","2018-10-19","30-120","IND","@","MIL","L (-17)","1","26:56","3","5",".600","0","0","","1","2",".500","0","1","1","0","1","0","2","4","7","2.0","-18",NA,9.2
"3","3","3","2018-10-20","30-121","IND","","BRK","W (+20)","1","25:31","5","9",".556","0","0","","0","0","","1","1","2","2","2","0","0","1","10","9.7","+8",NA,20.9
"4","4","4","2018-10-22","30-123","IND","@","MIN","L (-10)","1","33:34","4","11",".364","0","2",".000","1","2",".500","3","3","6","0","1","1","0","4","9","5.6","-5",NA,22.2
"5","5","5","2018-10-24","30-125","IND","@","SAS","W (+20)","1","31:11","6","9",".667","1","1","1.000","1","2",".500","0","5","5","0","0","0","1","3","14","9.0","+8",NA,19
"6","6","6","2018-10-27","30-128","IND","@","CLE","W (+12)","1","32:59","5","8",".625","0","0","","0","0","","0","2","2","5","2","0","1","0","10","11.5","+16",NA,23.65
"7","7","7","2018-10-29","30-130","IND","","POR","L (-10)","1","31:15","6","13",".462","1","2",".500","3","4",".750","1","3","4","0","2","0","0","3","16","11.3","+7",NA,26.8
"8","8","8","2018-10-31","30-132","IND","@","NYK","W (+6)","1","33:53","5","10",".500","1","3",".333","2","4",".500","4","6","10","1","5","3","0","1","13","19.2","+8",NA,50.25
"9","9","9","2018-11-02","30-134","IND","@","CHI","W (+2)","1","31:29","4","10",".400","0","1",".000","0","0","","4","5","9","1","1","1","1","2","8","7.5","+11",NA,25.05
"10","10","10","2018-11-03","30-135","IND","","BOS","W (+1)","1","29:24","2","11",".182","0","2",".000","0","2",".000","2","5","7","5","1","0","0","1","4","3.3","+7",NA,21.65
"11","11","11","2018-11-05","30-137","IND","","HOU","L (-4)","1","30:20","4","7",".571","0","0","","0","0","","2","9","11","1","0","0","2","1","8","7.1","-10",NA,20.45
"12","12","12","2018-11-07","30-139","IND","","PHI","L (-6)","1","21:09","3","8",".375","0","3",".000","0","0","","3","2","5","0","2","0","4","3","6","1.1","-16",NA,14
"13","13","13","2018-11-09","30-141","IND","@","MIA","W (+8)","1","16:53","1","2",".500","0","0","","1","4",".250","2","2","4","1","1","0","3","1","3","1.1","-1",NA,9.05
"14","14","14","2018-11-11","30-143","IND","@","HOU","L (-12)","1","23:13","6","9",".667","0","2",".000","1","2",".500","0","1","1","1","1","0","0","2","13","9.9","-12",NA,18.45
"15","15","15","2018-11-16","30-148","IND","","MIA","W (+8)","1","26:24","3","7",".429","0","1",".000","0","0","","2","4","6","0","1","1","2","2","6","3.8","+12",NA,17.2
"16","16","16","2018-11-17","30-149","IND","","ATL","W (+8)","1","26:44","4","11",".364","0","1",".000","3","5",".600","2","5","7","2","0","0","0","4","11","6.8","+11",NA,21.9
"17","17","17","2018-11-19","30-151","IND","","UTA","W (+27)","1","29:07","6","10",".600","0","1",".000","0","0","","1","3","4","1","3","0","2","4","12","9.1","+17",NA,25.05
"18","18","18","2018-11-21","30-153","IND","@","CHO","L (-18)","1","26:29","8","14",".571","0","0","","0","0","","3","1","4","2","0","0","1","2","16","11.4","-33",NA,22.3
"19","19","19","2018-11-23","30-155","IND","","SAS","L (-11)","1","30:50","6","12",".500","0","1",".000","0","0","","3","2","5","1","2","0","0","1","12","11.0","-16",NA,25.25
"20","20","20","2018-11-26","30-158","IND","@","UTA","W (+33)","1","22:43","3","8",".375","0","1",".000","0","1",".000","0","2","2","0","2","0","0","3","6","2.6","+15",NA,14.4
"22","21","21","2018-11-27","30-159","IND","@","PHO","W (+5)","1","28:01","5","10",".500","1","1","1.000","2","2","1.000","3","3","6","0","1","1","0","2","13","11.9","+8",NA,26.2
"23","22","22","2018-11-29","30-161","IND","@","LAL","L (-8)","1","32:39","5","13",".385","0","1",".000","1","2",".500","3","2","5","1","5","0","2","2","11","9.1","-4",NA,31.25
"24","23","23","2018-12-01","30-163","IND","@","SAC","L (-1)","1","25:26","6","8",".750","0","0","","2","3",".667","2","2","4","1","1","0","2","2","14","11.3","-1",NA,21.05
