"","Rk","G","Date","Age","Tm","Var.6","Opp","Var.8","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","GmSc","X...","NA.","FPTS"
"1","1","1","2018-10-18","25-011","POR","","LAL","W (+9)","0","27:12","7","11",".636","5","8",".625","5","5","1.000","0","2","2","2","1","0","0","1","24","21.7","+18",NA,31.9
"2","2","2","2018-10-20","25-013","POR","","SAS","W (+13)","0","20:39","1","5",".200","1","3",".333","0","0","","0","1","1","3","1","0","0","0","3","3.3","-5",NA,10.95
"3","3","3","2018-10-22","25-015","POR","","WAS","L (-1)","0","30:18","5","10",".500","3","6",".500","2","2","1.000","2","6","8","3","0","1","2","3","15","12.8","0",NA,29.35
"4","4","4","2018-10-25","25-018","POR","@","ORL","W (+14)","0","17:11","2","6",".333","0","2",".000","0","0","","0","2","2","1","0","0","1","2","4","0.1","-4",NA,6.65
"5","5","5","2018-10-27","25-020","POR","@","MIA","L (-9)","0","13:22","2","4",".500","0","0","","1","1","1.000","1","1","2","0","0","0","1","1","5","2.6","-8",NA,6.4
"6","6","6","2018-10-29","25-022","POR","@","IND","W (+10)","0","24:09","3","6",".500","2","3",".667","2","2","1.000","0","3","3","5","0","0","2","0","10","9.4","+6",NA,17.85
"7","7","7","2018-10-30","25-023","POR","@","HOU","W (+19)","0","23:42","3","10",".300","2","6",".333","2","2","1.000","1","2","3","0","0","0","1","1","10","4.1","0",NA,12.6
"8","8","8","2018-11-01","25-025","POR","","NOP","W (+13)","0","20:52","4","6",".667","2","3",".667","0","0","","0","0","0","3","1","0","0","1","10","10.1","-1",NA,16.75
"9","9","9","2018-11-03","25-027","POR","","LAL","L (-4)","0","15:44","1","5",".200","1","4",".250","0","0","","0","0","0","4","0","0","1","1","3","1.3","-23",NA,7
"10","10","10","2018-11-04","25-028","POR","","MIN","W (+30)","0","9:20","1","4",".250","1","3",".333","2","2","1.000","1","3","4","0","1","0","1","0","5","4.2","+12",NA,11.8
