"","Rk","G","Date","Age","Tm","Var.6","Opp","Var.8","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","GmSc","X...","NA.","FPTS"
"1","1","1","2018-10-17","25-339","NYK","","ATL","W (+19)","1","20:34","6","11",".545","2","3",".667","1","2",".500","1","2","3","4","0","0","2","2","15","10.6","+14",NA,21.6
"2","2","2","2018-10-19","25-341","NYK","@","BRK","L (-2)","1","29:56","3","11",".273","2","5",".400","0","0","","3","2","5","4","1","0","0","1","8","7.6","+4",NA,22
"3","3","3","2018-10-20","25-342","NYK","","BOS","L (-2)","1","30:27","5","12",".417","0","4",".000","1","3",".333","0","3","3","9","2","0","1","2","11","11.2","+3",NA,30.85
"4","4","4","2018-10-22","25-344","NYK","@","MIL","L (-11)","1","22:25","9","18",".500","0","3",".000","1","1","1.000","3","2","5","4","1","0","3","1","19","13.1","+5",NA,30
"5","5","5","2018-10-24","25-346","NYK","@","MIA","L (-23)","1","16:46","1","10",".100","1","1","1.000","0","0","","0","0","0","4","0","0","1","1","3","-2.2","-12",NA,7
"6","6","6","2018-10-26","25-348","NYK","","GSW","L (-28)","0","22:03","5","12",".417","3","7",".429","2","3",".667","0","2","2","2","0","0","2","1","15","7.8","-16",NA,17.9
"7","7","7","2018-10-29","25-351","NYK","","BRK","W (+19)","0","14:01","2","4",".500","1","1","1.000","0","0","","0","0","0","0","0","0","0","0","5","3.0","0",NA,5
"8","8","8","2018-10-31","25-353","NYK","","IND","L (-6)","0","14:00","2","5",".400","0","0","","2","2","1.000","0","0","0","2","0","0","0","1","6","4.3","+4",NA,8.5
"9","9","9","2018-11-02","25-355","NYK","@","DAL","W (+12)","0","6:50","1","3",".333","0","1",".000","0","0","","0","1","1","2","0","0","0","0","2","2.0","-6",NA,5.7
"10","10","10","2018-11-04","25-357","NYK","@","WAS","L (-13)","0","20:09","6","13",".462","1","3",".333","0","0","","2","0","2","3","1","0","3","0","13","7.8","-2",NA,19.15
"11","11","11","2018-11-05","25-358","NYK","","CHI","L (-1)","0","23:38","3","7",".429","0","1",".000","2","2","1.000","0","2","2","3","0","0","1","2","8","5.2","+7",NA,13.15
"14","14","12","2018-11-11","25-364","NYK","","ORL","L (-26)","0","19:46","5","13",".385","0","3",".000","0","0","","0","1","1","5","0","0","1","1","10","5.3","-1",NA,16.45
"16","16","13","2018-11-16","26-004","NYK","@","NOP","L (-5)","0","25:45","10","13",".769","1","2",".500","3","5",".600","0","1","1","1","1","1","1","3","24","18.6","-8",NA,31.45
"17","17","14","2018-11-18","26-006","NYK","@","ORL","L (-14)","0","29:11","11","20",".550","1","7",".143","8","10",".800","1","2","3","2","2","0","3","2","31","21.5","+6",NA,40.1
"18","18","15","2018-11-20","26-008","NYK","","POR","L (-4)","0","25:44","8","15",".533","3","5",".600","0","0","","1","2","3","3","0","0","2","1","19","12.7","-15",NA,24.35
"19","19","16","2018-11-21","26-009","NYK","@","BOS","W (+8)","0","31:55","11","20",".550","4","6",".667","3","3","1.000","0","6","6","11","2","0","3","2","29","27.1","+10",NA,52.95
"20","20","17","2018-11-23","26-011","NYK","","NOP","W (+5)","0","19:30","2","8",".250","1","3",".333","2","4",".500","1","1","2","1","0","0","0","1","7","2.7","0",NA,10.65
"22","21","18","2018-11-25","26-013","NYK","@","MEM","W (+5)","0","29:17","3","15",".200","1","2",".500","8","8","1.000","1","2","3","3","2","1","1","0","15","10.8","-4",NA,30.35
"23","22","19","2018-11-27","26-015","NYK","@","DET","L (-7)","0","15:04","1","8",".125","0","2",".000","4","4","1.000","0","1","1","0","0","0","0","0","6","1.1","-18",NA,7.2
"24","23","20","2018-11-28","26-016","NYK","@","PHI","L (-26)","0","16:20","1","6",".167","1","2",".500","4","4","1.000","0","1","1","1","1","0","0","0","7","5.2","-19",NA,12.45
"25","24","21","2018-12-01","26-019","NYK","","MIL","W (+2)","0","0:56","0","1",".000","0","0","","0","0","","0","0","0","0","0","0","0","0","0","-0.7","-3",NA,0
"32","31","22","2018-12-16","26-034","NYK","@","IND","L (-11)","0","12:35","1","7",".143","1","2",".500","0","0","","0","4","4","3","1","0","0","0","3","2.8","-2",NA,14.55
"33","32","23","2018-12-17","26-035","NYK","","PHO","L (-18)","0","23:40","2","9",".222","0","1",".000","0","0","","0","2","2","2","2","0","0","0","4","2.5","-2",NA,14.9
"36","35","24","2018-12-25","26-043","NYK","","MIL","L (-14)","0","14:28","1","7",".143","0","1",".000","0","0","","2","3","5","2","0","0","0","0","2","1.2","-11",NA,10.5
"38","37","25","2018-12-29","26-047","NYK","@","UTA","L (-32)","0","7:36","4","5",".800","1","2",".500","3","3","1.000","0","0","0","1","0","0","0","0","12","10.8","+11",NA,13.25
"40","39","26","2019-01-04","26-053","NYK","@","LAL","W (+7)","0","18:58","6","13",".462","0","1",".000","4","4","1.000","0","1","1","1","1","0","0","0","16","11.3","+2",NA,21.45
"41","40","27","2019-01-07","26-056","NYK","@","POR","L (-10)","0","14:06","3","9",".333","1","2",".500","3","3","1.000","0","1","1","4","0","0","0","3","10","6.8","-2",NA,16.2
"43","41","28","2019-01-08","26-057","NYK","@","GSW","L (-27)","0","24:11","3","11",".273","0","1",".000","4","5",".800","0","0","0","1","0","0","0","0","10","3.8","-2",NA,11.25
"44","42","29","2019-01-11","26-060","NYK","","IND","L (-15)","0","25:49","5","12",".417","0","2",".000","2","2","1.000","0","1","1","3","0","0","0","1","12","7.6","+2",NA,16.95
