"","Rk","G","Date","Age","Tm","Var.6","Opp","Var.8","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","GmSc","X...","NA.","FPTS"
"25","24","1","2018-11-30","22-065","PHI","","WAS","W (+25)","0","10:31","2","4",".500","1","2",".500","0","0","","0","0","0","2","1","1","0","1","5","5.7","+1",NA,13.5
"29","28","2","2018-12-10","22-075","PHI","","DET","W (+14)","0","3:09","0","0","","0","0","","0","0","","0","0","0","1","0","0","0","0","0","0.7","-7",NA,1.25
"30","29","3","2018-12-12","22-077","PHI","","BRK","L (-3)","0","4:34","0","1",".000","0","1",".000","0","0","","0","0","0","1","0","0","0","2","0","-0.8","0",NA,1.25
"31","30","4","2018-12-14","22-079","PHI","","IND","L (-12)","0","3:24","0","0","","0","0","","0","0","","0","1","1","0","0","0","0","0","0","0.3","-2",NA,1.2
"32","31","5","2018-12-16","22-081","PHI","@","CLE","W (+23)","0","6:23","0","2",".000","0","1",".000","0","0","","0","0","0","0","0","0","0","1","0","-1.8","+7",NA,0
"33","32","6","2018-12-17","22-082","PHI","@","SAS","L (-27)","0","8:05","4","7",".571","2","3",".667","0","0","","3","1","4","0","0","0","0","1","10","8.7","-2",NA,14.8
"34","33","7","2018-12-19","22-084","PHI","","NYK","W (+22)","0","3:47","1","2",".500","1","2",".500","2","2","1.000","0","1","1","2","0","0","0","0","5","5.7","+1",NA,8.7
"35","34","8","2018-12-22","22-087","PHI","","TOR","W (+25)","0","4:14","2","2","1.000","1","1","1.000","0","0","","0","0","0","0","2","0","0","1","5","6.0","+2",NA,11
"41","40","9","2019-01-05","22-101","PHI","","DAL","W (+6)","0","10:43","2","4",".500","1","2",".500","1","1","1.000","0","2","2","0","0","2","0","0","6","6.0","-2",NA,14.4
"43","41","10","2019-01-08","22-104","PHI","","WAS","W (+17)","0","20:26","1","6",".167","1","3",".333","1","2",".500","3","2","5","3","0","0","1","4","4","2.0","-3",NA,12.75
"44","42","11","2019-01-09","22-105","PHI","@","WAS","L (-17)","0","9:50","1","4",".250","0","2",".000","0","0","","0","2","2","1","0","0","1","0","2","-0.1","+3",NA,4.65
"52","50","12","2019-01-26","22-122","PHI","@","DEN","L (-16)","0","20:29","4","7",".571","3","5",".600","0","0","","1","0","1","1","1","0","0","2","11","9.3","+3",NA,16.45
"55","53","13","2019-02-02","22-129","PHI","@","SAC","L (-7)","0","20:23","3","7",".429","0","3",".000","0","0","","0","4","4","2","0","0","1","2","6","3.1","+10",NA,12.3
"77","74","14","2019-03-25","22-180","PHI","@","ORL","L (-21)","0","21:47","6","8",".750","1","3",".333","0","0","","0","1","1","0","0","0","0","3","13","8.9","-14",NA,14.2
"78","75","15","2019-03-28","22-183","PHI","","BRK","W (+13)","0","16:47","2","3",".667","0","1",".000","0","0","","0","1","1","0","1","1","1","1","4","3.3","+6",NA,10.2
"80","77","16","2019-04-01","22-187","PHI","@","DAL","L (-20)","0","17:00","0","4",".000","0","2",".000","0","0","","0","1","1","0","0","0","0","2","0","-3.3","-10",NA,1.2
"82","79","17","2019-04-04","22-190","PHI","","MIL","L (-6)","0","18:18","0","3",".000","0","2",".000","0","0","","0","0","0","0","0","1","1","2","0","-3.2","-1",NA,2
"83","80","18","2019-04-06","22-192","PHI","@","CHI","W (+20)","0","23:45","0","4",".000","0","2",".000","0","0","","0","3","3","2","0","0","1","2","0","-2.3","+10",NA,5.1
"85","81","19","2019-04-09","22-195","PHI","@","MIA","L (-23)","0","16:30","2","9",".222","2","6",".333","1","2",".500","2","6","8","1","1","0","0","1","7","5.6","+2",NA,20.85
"86","82","20","2019-04-10","22-196","PHI","","CHI","W (+16)","0","28:09","4","10",".400","1","3",".333","0","0","","0","1","1","2","2","3","0","4","9","7.8","-6",NA,27.7
