"","Rk","G","Date","Age","Tm","Var.6","Opp","Var.8","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","GmSc","X...","NA.","FPTS"
"1","1","1","2018-10-17","24-354","BRK","@","DET","L (-3)","0","17:25","0","2",".000","0","2",".000","0","0","","0","2","2","1","1","0","1","4","0","-1.7","+6",NA,5.65
"2","2","2","2018-10-19","24-356","BRK","","NYK","W (+2)","0","9:43","0","1",".000","0","0","","0","0","","1","1","2","0","0","0","1","1","0","-1.1","+1",NA,1.4
"41","40","3","2019-01-04","25-068","BRK","@","MEM","W (+9)","0","11:42","1","4",".250","0","1",".000","0","0","","1","1","2","1","0","0","1","0","2","0.3","0",NA,4.65
"43","41","4","2019-01-06","25-070","BRK","@","CHI","W (+17)","0","15:24","0","4",".000","0","2",".000","0","0","","0","0","0","2","0","1","0","0","0","-0.7","+8",NA,5.5
"44","42","5","2019-01-07","25-071","BRK","@","BOS","L (-21)","0","26:17","3","10",".300","1","8",".125","2","2","1.000","1","1","2","0","0","0","2","1","9","1.8","-13",NA,9.4
"45","43","6","2019-01-09","25-073","BRK","","ATL","W (+16)","0","17:51","1","7",".143","1","3",".333","0","0","","3","2","5","2","1","2","0","1","3","4.6","+17",NA,20.5
"46","44","7","2019-01-11","25-075","BRK","@","TOR","L (-17)","1","28:43","2","7",".286","1","6",".167","0","0","","0","2","2","0","1","0","0","4","5","0.9","-5",NA,10.4
"47","45","8","2019-01-14","25-078","BRK","","BOS","W (+7)","1","26:54","0","5",".000","0","4",".000","0","0","","0","4","4","1","0","0","0","4","0","-3.2","+7",NA,6.05
"48","46","9","2019-01-16","25-080","BRK","@","HOU","W (+3)","1","31:33","7","9",".778","3","4",".750","4","5",".800","2","3","5","0","0","0","2","3","21","16.2","+15",NA,25
"49","47","10","2019-01-18","25-082","BRK","@","ORL","W (+2)","1","28:43","2","8",".250","1","5",".200","1","1","1.000","1","2","3","1","0","0","0","3","6","2.0","-1",NA,10.85
"50","48","11","2019-01-21","25-085","BRK","","SAC","W (+29)","1","29:39","2","3",".667","1","2",".500","3","4",".750","2","3","5","3","1","1","2","2","8","9.6","+28",NA,21.75
"51","49","12","2019-01-23","25-087","BRK","","ORL","W (+4)","1","24:21","2","5",".400","1","3",".333","0","0","","1","4","5","0","0","0","3","2","5","0.4","-9",NA,8
"52","50","13","2019-01-25","25-089","BRK","","NYK","W (+10)","1","20:37","2","5",".400","1","4",".250","0","0","","0","4","4","0","0","0","1","2","5","1.7","-1",NA,8.8
