"","Rk","G","Date","Age","Tm","Var.6","Opp","Var.8","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","GmSc","X...","NA.","FPTS"
"38","37","25","2018-12-29","25-195","UTA","","NYK","W (+32)","0","9:40","2","6",".333","1","3",".333","0","0","","0","1","1","0","0","0","0","2","5","1.1","-6",NA,6.2
"40","39","26","2019-01-04","25-201","UTA","@","CLE","W (+26)","0","3:16","0","0","","0","0","","0","0","","0","1","1","0","0","0","0","0","0","0.3","-4",NA,1.2
"43","41","27","2019-01-07","25-204","UTA","@","MIL","L (-12)","0","0:42","0","0","","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0.0","0",NA,0
"44","42","28","2019-01-09","25-206","UTA","","ORL","W (+13)","0","5:04","2","2","1.000","1","1","1.000","0","0","","0","2","2","0","0","0","0","0","5","5.0","-7",NA,7.4
"45","43","29","2019-01-11","25-208","UTA","","LAL","W (+18)","0","20:34","1","8",".125","1","6",".167","0","0","","0","0","0","2","2","1","1","3","3","-0.3","+13",NA,13.5
"46","44","30","2019-01-12","25-209","UTA","","CHI","W (+8)","0","2:33","0","0","","0","0","","0","0","","0","0","0","0","0","0","1","0","0","-1.0","-8",NA,-1
"47","45","31","2019-01-14","25-211","UTA","","DET","W (+6)","0","8:17","1","3",".333","0","2",".000","0","0","","0","3","3","1","0","0","0","0","2","1.9","+12",NA,6.85
"48","46","32","2019-01-16","25-213","UTA","@","LAC","W (+20)","0","6:48","1","2",".500","1","2",".500","0","0","","0","0","0","0","0","1","0","1","3","2.3","-10",NA,6
"49","47","33","2019-01-18","25-215","UTA","","CLE","W (+16)","0","17:16","3","5",".600","2","4",".500","0","0","","0","1","1","1","0","0","2","1","8","4.3","-5",NA,8.45
"50","48","34","2019-01-21","25-218","UTA","","POR","L (-5)","0","5:37","0","2",".000","0","1",".000","0","0","","0","0","0","0","0","0","0","0","0","-1.4","-4",NA,0
"51","49","35","2019-01-23","25-220","UTA","","DEN","W (+6)","0","9:53","0","3",".000","0","2",".000","0","0","","0","0","0","0","0","0","0","2","0","-2.9","0",NA,0
"52","50","36","2019-01-25","25-222","UTA","","MIN","W (+4)","0","10:57","1","1","1.000","1","1","1.000","0","0","","0","4","4","0","0","0","1","1","3","2.5","+1",NA,6.8
"53","51","37","2019-01-27","25-224","UTA","@","MIN","W (+14)","0","9:11","2","2","1.000","1","1","1.000","0","0","","0","1","1","2","0","0","0","0","5","6.1","+8",NA,8.7
"54","52","38","2019-01-30","25-227","UTA","@","POR","L (-27)","0","14:09","1","4",".250","0","2",".000","0","0","","1","2","3","1","1","0","1","0","2","1.6","-9",NA,8.85
"55","53","39","2019-02-01","25-229","UTA","","ATL","W (+16)","0","7:53","2","3",".667","2","3",".667","0","0","","0","3","3","0","0","0","0","3","6","4.4","-6",NA,9.6
"56","54","40","2019-02-02","25-230","UTA","","HOU","L (-27)","0","12:40","2","4",".500","1","2",".500","1","2",".500","2","4","6","0","0","0","1","2","6","4.4","-19",NA,12.2
"57","55","41","2019-02-06","25-234","UTA","","PHO","W (+28)","0","5:59","1","1","1.000","0","0","","1","2",".500","0","1","1","0","0","0","0","1","3","2.2","-2",NA,4.2
"58","56","42","2019-02-09","25-237","UTA","","SAS","W (+20)","0","2:45","1","1","1.000","1","1","1.000","0","0","","0","0","0","1","0","0","0","0","3","3.4","0",NA,4.25
"68","65","43","2019-03-08","25-264","UTA","@","MEM","L (-10)","0","0:35","0","0","","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0.0","-1",NA,0
"69","66","44","2019-03-11","25-267","UTA","","OKC","L (-9)","0","1:32","0","1",".000","0","0","","0","0","","0","1","1","0","0","0","0","0","0","-0.4","+5",NA,1.2
"70","67","45","2019-03-13","25-269","UTA","@","PHO","W (+17)","0","2:01","0","1",".000","0","0","","0","0","","0","1","1","1","0","0","0","0","0","0.3","-4",NA,2.45
"71","68","46","2019-03-14","25-270","UTA","","MIN","W (+20)","0","10:56","3","3","1.000","2","2","1.000","0","0","","0","2","2","0","0","0","0","1","8","7.3","+3",NA,10.4
"72","69","47","2019-03-16","25-272","UTA","","BRK","W (+16)","0","11:05","4","5",".800","2","3",".667","0","0","","0","3","3","0","0","0","1","0","10","8.0","+4",NA,12.6
"73","70","48","2019-03-18","25-274","UTA","@","WAS","W (+21)","0","10:17","3","4",".750","0","1",".000","1","2",".500","0","1","1","0","0","0","0","0","7","5.3","-4",NA,8.2
"74","71","49","2019-03-20","25-276","UTA","@","NYK","W (+21)","0","7:19","0","5",".000","0","2",".000","0","0","","1","0","1","1","0","0","0","0","0","-2.1","-9",NA,2.45
"76","73","50","2019-03-23","25-279","UTA","@","CHI","W (+31)","0","8:27","2","4",".500","0","1",".000","0","0","","0","1","1","0","0","0","0","1","4","1.9","-2",NA,5.2
"77","74","51","2019-03-25","25-281","UTA","","PHO","W (+33)","0","4:26","1","1","1.000","1","1","1.000","0","0","","0","2","2","1","0","0","1","0","3","3.0","+10",NA,5.65
"78","75","52","2019-03-27","25-283","UTA","","LAL","W (+15)","0","2:27","1","2",".500","0","1",".000","0","0","","0","0","0","0","0","0","0","1","2","0.6","-7",NA,2
"79","76","53","2019-03-29","25-285","UTA","","WAS","W (+4)","0","0:58","0","0","","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0.0","-5",NA,0
"80","77","54","2019-04-01","25-288","UTA","","CHO","W (+9)","0","9:20","1","6",".167","0","3",".000","2","2","1.000","0","5","5","0","0","0","1","3","4","-0.5","-4",NA,9
"81","78","55","2019-04-03","25-290","UTA","@","PHO","W (+21)","0","26:42","4","6",".667","3","5",".600","0","0","","1","1","2","1","1","0","0","4","11","9.5","+23",NA,17.65
"82","79","56","2019-04-05","25-292","UTA","","SAC","W (+21)","0","20:05","3","3","1.000","2","2","1.000","0","0","","0","4","4","4","1","0","0","3","8","10.9","+3",NA,20.8
"83","80","57","2019-04-07","25-294","UTA","@","LAL","L (-4)","0","27:10","6","10",".600","1","5",".200","3","3","1.000","0","2","2","1","1","1","3","2","16","10.6","-8",NA,22.65
"85","81","58","2019-04-09","25-296","UTA","","DEN","W (+10)","0","21:54","3","5",".600","1","2",".500","0","0","","1","1","2","2","0","1","1","2","7","6.0","-9",NA,13.9
"86","82","59","2019-04-10","25-297","UTA","@","LAC","L (-6)","0","39:31","9","21",".429","2","6",".333","4","4","1.000","1","5","6","3","0","1","3","3","24","13.7","0",NA,34.95
