"","Rk","G","Date","Age","Tm","Var.6","Opp","Var.8","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","GmSc","X...","NA.","FPTS"
"1","1","1","2018-10-17","29-028","IND","","MEM","W (+28)","0","23:34","6","12",".500","1","5",".200","1","2",".500","0","4","4","6","0","0","1","1","14","11.6","+23",NA,25.3
"2","2","2","2018-10-19","29-030","IND","@","MIL","L (-17)","0","22:38","4","10",".400","1","2",".500","1","2",".500","1","4","5","4","2","1","3","3","10","7.4","-11",NA,27
"3","3","3","2018-10-20","29-031","IND","","BRK","W (+20)","0","21:51","6","12",".500","1","2",".500","2","4",".500","1","2","3","2","3","1","0","4","15","13.0","+14",NA,33.1
"4","4","4","2018-10-22","29-033","IND","@","MIN","L (-10)","0","15:18","1","5",".200","0","1",".000","0","0","","0","3","3","1","0","0","2","2","2","-2.3","-7",NA,4.85
"5","5","5","2018-10-24","29-035","IND","@","SAS","W (+20)","0","22:40","7","14",".500","5","7",".714","0","0","","0","0","0","5","2","1","0","2","19","17.4","+29",NA,34.25
"7","7","6","2018-10-29","29-040","IND","","POR","L (-10)","0","14:32","2","5",".400","1","2",".500","2","2","1.000","0","0","0","0","0","1","2","2","7","2.2","-22",NA,8
"8","8","7","2018-10-31","29-042","IND","@","NYK","W (+6)","0","20:30","2","8",".250","0","2",".000","1","2",".500","1","4","5","3","1","1","2","1","5","3.1","0",NA,18.75
"9","9","8","2018-11-02","29-044","IND","@","CHI","W (+2)","0","17:49","5","11",".455","1","2",".500","2","2","1.000","0","2","2","2","1","0","2","1","13","7.9","-11",NA,18.9
"10","10","9","2018-11-03","29-045","IND","","BOS","W (+1)","0","21:49","6","12",".500","3","6",".500","2","2","1.000","0","0","0","3","1","1","2","1","17","12.4","-3",NA,24.75
"11","11","10","2018-11-05","29-047","IND","","HOU","L (-4)","0","16:26","3","9",".333","2","5",".400","3","6",".500","0","2","2","1","0","0","1","0","11","5.0","-2",NA,13.65
"12","12","11","2018-11-07","29-049","IND","","PHI","L (-6)","0","21:07","3","10",".300","0","2",".000","1","2",".500","0","2","2","2","0","0","1","1","7","1.4","+1",NA,10.9
"13","13","12","2018-11-09","29-051","IND","@","MIA","W (+8)","0","18:15","3","10",".300","0","3",".000","2","2","1.000","0","0","0","1","1","0","4","5","8","-2.1","-8",NA,8.25
"14","14","13","2018-11-11","29-053","IND","@","HOU","L (-12)","0","19:00","2","7",".286","0","2",".000","2","2","1.000","1","2","3","1","2","1","1","2","6","4.8","-13",NA,18.85
"15","15","14","2018-11-16","29-058","IND","","MIA","W (+8)","0","25:24","6","13",".462","5","7",".714","6","6","1.000","1","9","10","2","0","1","1","1","23","20.4","+20",NA,39.5
"16","16","15","2018-11-17","29-059","IND","","ATL","W (+8)","0","24:25","4","12",".333","2","7",".286","1","2",".500","0","2","2","0","1","0","3","1","11","2.0","-7",NA,13.4
"17","17","16","2018-11-19","29-061","IND","","UTA","W (+27)","1","27:10","3","12",".250","2","5",".400","0","0","","2","1","3","5","2","0","0","2","8","7.2","+17",NA,23.85
"18","18","17","2018-11-21","29-063","IND","@","CHO","L (-18)","1","21:45","4","8",".500","2","5",".400","2","2","1.000","1","2","3","3","1","0","2","1","12","10.0","-15",NA,20.35
"19","19","18","2018-11-23","29-065","IND","","SAS","L (-11)","1","19:51","1","12",".083","0","5",".000","0","0","","3","2","5","5","2","0","0","2","2","1.4","-21",NA,20.25
"20","20","19","2018-11-26","29-068","IND","@","UTA","W (+33)","1","23:02","5","10",".500","1","2",".500","3","4",".750","0","1","1","2","1","0","2","0","14","9.3","+17",NA,18.7
"22","21","20","2018-11-27","29-069","IND","@","PHO","W (+5)","1","27:02","3","10",".300","2","6",".333","0","0","","1","1","2","0","4","0","5","2","8","1.4","-3",NA,17.4
"23","22","21","2018-11-29","29-071","IND","@","LAL","L (-8)","1","24:40","2","10",".200","2","4",".500","3","4",".750","1","3","4","5","3","0","6","4","9","2.9","-8",NA,23.05
"24","23","22","2018-12-01","29-073","IND","@","SAC","L (-1)","1","29:07","5","12",".417","2","4",".500","0","0","","0","2","2","4","1","0","3","3","12","5.8","+11",NA,19.4
"25","24","23","2018-12-04","29-076","IND","","CHI","W (+6)","1","24:22","3","9",".333","0","3",".000","4","4","1.000","0","3","3","2","1","0","5","2","10","2.4","+9",NA,14.1
"26","25","24","2018-12-07","29-079","IND","@","ORL","W (+22)","1","22:50","2","8",".250","1","3",".333","6","6","1.000","0","3","3","3","1","0","3","0","11","7.2","+3",NA,18.35
"27","26","25","2018-12-08","29-080","IND","","SAC","W (+10)","1","21:00","4","9",".444","1","4",".250","1","1","1.000","3","3","6","4","2","0","2","2","10","10.3","+2",NA,26.2
