"","Rk","G","Date","Age","Tm","Var.6","Opp","Var.8","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","GmSc","X...","NA.","FPTS"
"6","6","1","2018-10-26","33-193","MIN","","MIL","L (-30)","0","12:00","2","7",".286","0","3",".000","0","0","","3","2","5","0","0","1","0","0","4","3.3","0",NA,13
"10","10","2","2018-11-04","33-202","MIN","@","POR","L (-30)","0","7:00","0","2",".000","0","1",".000","1","2",".500","2","3","5","0","0","0","1","0","1","0.5","+2",NA,6
"23","22","3","2018-11-28","33-226","MIN","","SAS","W (+39)","0","7:04","2","3",".667","0","1",".000","1","1","1.000","0","1","1","1","1","0","0","2","5","4.9","0",NA,10.45
"31","30","4","2018-12-17","33-245","MIN","","SAC","W (+27)","0","5:50","1","1","1.000","0","0","","0","0","","1","0","1","0","2","0","1","1","2","3.0","0",NA,8.2
"45","43","5","2019-01-12","33-271","MIN","","NOP","W (+4)","0","4:30","2","2","1.000","1","1","1.000","0","0","","0","0","0","0","0","0","0","1","5","4.0","+12",NA,5
"46","44","6","2019-01-15","33-274","MIN","@","PHI","L (-42)","0","14:49","3","6",".500","0","1",".000","5","7",".714","0","1","1","1","0","0","0","1","11","7.8","-11",NA,13.45
"48","46","7","2019-01-20","33-279","MIN","","PHO","W (+2)","0","4:03","0","1",".000","0","1",".000","0","0","","0","0","0","1","1","1","0","0","0","1.7","+2",NA,7.25
"49","47","8","2019-01-22","33-281","MIN","@","PHO","W (+27)","0","14:42","2","6",".333","0","1",".000","0","0","","0","5","5","0","0","0","1","0","4","1.1","+5",NA,9
"50","48","9","2019-01-24","33-283","MIN","@","LAL","W (+15)","0","11:39","3","4",".750","1","2",".500","0","0","","0","3","3","0","0","0","1","1","7","4.9","+6",NA,9.6
"51","49","10","2019-01-25","33-284","MIN","@","UTA","L (-4)","0","21:41","1","2",".500","0","1",".000","4","4","1.000","2","1","3","2","1","0","0","1","6","8.7","-8",NA,15.1
"52","50","11","2019-01-27","33-286","MIN","","UTA","L (-14)","0","25:40","5","6",".833","3","4",".750","2","2","1.000","1","3","4","0","2","0","1","1","15","15.0","-11",NA,24.8
"53","51","12","2019-01-30","33-289","MIN","","MEM","W (+2)","0","19:20","2","6",".333","1","3",".333","1","2",".500","0","4","4","0","0","0","0","0","6","3.4","+5",NA,10.8
"54","52","13","2019-02-02","33-292","MIN","","DEN","L (-1)","0","20:08","4","11",".364","2","5",".400","1","1","1.000","1","2","3","0","0","1","0","1","11","6.5","-2",NA,17.6
"55","53","14","2019-02-05","33-295","MIN","@","MEM","L (-2)","0","22:12","8","10",".800","2","3",".667","0","0","","2","5","7","1","2","0","2","1","18","17.4","+2",NA,31.65
"56","54","15","2019-02-07","33-297","MIN","@","ORL","L (-10)","0","14:51","1","3",".333","1","1","1.000","0","0","","0","0","0","2","0","1","1","1","3","2.0","-2",NA,7.5
"57","55","16","2019-02-08","33-298","MIN","@","NOP","L (-5)","0","31:16","4","9",".444","0","3",".000","0","0","","2","3","5","0","0","0","0","2","8","4.8","+4",NA,14
"58","56","17","2019-02-11","33-301","MIN","","LAC","W (+10)","1","37:50","5","10",".500","0","2",".000","2","4",".500","2","7","9","1","2","0","0","2","12","11.6","+28",NA,30.05
"59","57","18","2019-02-13","33-303","MIN","","HOU","W (+10)","1","35:48","4","9",".444","1","4",".250","4","6",".667","3","5","8","4","0","1","2","2","13","11.8","+15",NA,28.6
"60","58","19","2019-02-22","33-312","MIN","@","NYK","W (+11)","0","28:35","2","4",".500","0","1",".000","3","5",".600","0","4","4","1","1","2","1","2","7","6.7","+23",NA,21.05
"61","59","20","2019-02-23","33-313","MIN","@","MIL","L (-12)","0","19:40","4","7",".571","1","3",".333","1","1","1.000","0","0","0","2","0","0","1","2","10","6.3","+9",NA,11.5
"62","60","21","2019-02-25","33-315","MIN","","SAC","W (+7)","0","25:36","4","8",".500","1","2",".500","0","0","","0","4","4","2","2","1","2","2","9","7.5","+11",NA,23.3
"64","61","22","2019-02-27","33-317","MIN","@","ATL","L (-8)","0","8:01","0","1",".000","0","1",".000","0","0","","1","0","1","0","1","0","0","1","0","0.6","-4",NA,4.2
