"","Rk","G","Date","Age","Tm","Var.6","Opp","Var.8","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","GmSc","X...","NA.","FPTS"
"2","2","1","2018-10-20","30-224","SAS","@","POR","L (-13)","0","3:28","0","2",".000","0","1",".000","0","0","","2","0","2","0","1","0","0","0","0","1.0","+5",NA,5.4
"4","4","2","2018-10-24","30-228","SAS","","IND","L (-20)","0","5:31","1","1","1.000","0","0","","0","0","","0","0","0","0","1","0","1","1","2","1.3","+5",NA,4
"6","6","3","2018-10-29","30-233","SAS","","DAL","W (+5)","0","4:53","1","1","1.000","0","0","","0","0","","0","3","3","0","1","0","0","1","2","3.2","+4",NA,8.6
"7","7","4","2018-10-31","30-235","SAS","@","PHO","W (+30)","0","18:53","2","4",".500","0","1",".000","2","2","1.000","1","3","4","1","2","0","0","2","6","7.5","+2",NA,18.05
"8","8","5","2018-11-03","30-238","SAS","","NOP","W (+14)","0","0:54","0","0","","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0.0","0",NA,0
"9","9","6","2018-11-04","30-239","SAS","","ORL","L (-7)","0","11:08","1","2",".500","0","1",".000","3","3","1.000","0","0","0","1","0","0","1","1","5","3.3","+6",NA,5.25
"10","10","7","2018-11-07","30-242","SAS","@","MIA","L (-7)","0","4:14","0","0","","0","0","","0","0","","0","1","1","0","0","0","1","1","0","-1.1","+2",NA,0.2
"11","11","8","2018-11-10","30-245","SAS","","HOU","W (+7)","0","15:29","1","2",".500","1","1","1.000","5","8",".625","0","2","2","0","0","0","0","3","8","5.2","-3",NA,10.4
"12","12","9","2018-11-12","30-247","SAS","@","SAC","L (-5)","0","2:33","0","2",".000","0","1",".000","0","0","","0","0","0","2","0","0","0","0","0","0.0","+4",NA,2.5
"13","13","10","2018-11-14","30-249","SAS","@","PHO","L (-20)","0","10:59","1","1","1.000","0","0","","0","0","","1","0","1","1","0","0","1","0","2","2.1","-8",NA,3.45
"14","14","11","2018-11-15","30-250","SAS","@","LAC","L (-5)","0","0:01","0","0","","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0.0","-2",NA,0
"15","15","12","2018-11-18","30-253","SAS","","GSW","W (+12)","0","2:35","1","1","1.000","0","0","","0","0","","0","0","0","0","0","0","1","0","2","0.7","-2",NA,1
"16","16","13","2018-11-19","30-254","SAS","@","NOP","L (-14)","0","6:20","1","1","1.000","0","0","","2","2","1.000","0","3","3","0","1","0","0","1","4","5.2","+6",NA,10.6
"17","17","14","2018-11-21","30-256","SAS","","MEM","L (-1)","0","2:00","0","1",".000","0","1",".000","0","0","","0","0","0","0","0","0","0","1","0","-1.1","-2",NA,0
"18","18","15","2018-11-23","30-258","SAS","@","IND","W (+11)","0","1:14","0","0","","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0.0","-2",NA,0
"19","19","16","2018-11-24","30-259","SAS","@","MIL","L (-6)","0","0:07","0","0","","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0.0","0",NA,0
"22","21","17","2018-11-28","30-263","SAS","@","MIN","L (-39)","0","12:00","3","4",".750","1","1","1.000","6","6","1.000","0","4","4","2","0","0","1","2","13","12.2","-5",NA,19.3
"23","22","18","2018-11-30","30-265","SAS","","HOU","L (-31)","0","12:00","0","2",".000","0","2",".000","3","4",".750","0","1","1","0","1","0","1","2","3","0.7","+5",NA,6.2
"24","23","19","2018-12-02","30-267","SAS","","POR","W (+13)","0","0:17","0","0","","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0.0","0",NA,0
"25","24","20","2018-12-04","30-269","SAS","@","UTA","L (-34)","0","15:05","0","1",".000","0","0","","0","0","","0","2","2","1","0","0","0","0","0","0.6","-7",NA,3.65
"27","26","21","2018-12-07","30-272","SAS","","LAL","W (+13)","0","1:07","0","0","","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0.0","0",NA,0
"28","27","22","2018-12-09","30-274","SAS","","UTA","W (+13)","0","0:22","0","0","","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0.0","0",NA,0
"29","28","23","2018-12-11","30-276","SAS","","PHO","W (+25)","0","9:20","1","1","1.000","1","1","1.000","0","0","","0","3","3","2","0","0","1","1","3","3.6","+3",NA,8.1
"30","29","24","2018-12-13","30-278","SAS","","LAC","W (+38)","0","8:01","0","0","","0","0","","0","0","","0","1","1","1","0","0","0","0","0","1.0","+10",NA,2.45
"32","31","25","2018-12-17","30-282","SAS","","PHI","W (+27)","0","8:05","1","1","1.000","1","1","1.000","1","2",".500","0","2","2","0","0","0","0","1","4","3.5","+2",NA,6.4
"33","32","26","2018-12-19","30-284","SAS","@","ORL","W (+39)","0","8:03","1","4",".250","0","1",".000","3","4",".750","1","1","2","1","1","1","0","0","5","5.6","+9",NA,14.65
"34","33","27","2018-12-21","30-286","SAS","","MIN","W (+26)","0","5:07","2","2","1.000","1","1","1.000","0","0","","0","0","0","2","0","0","0","0","5","5.8","+1",NA,7.5
"38","37","28","2018-12-29","30-294","SAS","@","LAC","W (+11)","0","1:19","0","0","","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0.0","-3",NA,0
"40","39","29","2019-01-03","30-299","SAS","","TOR","W (+18)","0","4:06","0","0","","0","0","","0","0","","1","0","1","0","0","0","1","0","0","-0.3","-3",NA,0.2
"41","40","30","2019-01-05","30-301","SAS","","MEM","W (+20)","0","2:13","0","1",".000","0","1",".000","0","0","","0","2","2","1","0","0","0","0","0","0.6","+5",NA,3.65
"44","42","31","2019-01-09","30-305","SAS","@","MEM","L (-10)","0","5:53","0","0","","0","0","","0","0","","0","0","0","0","0","0","0","1","0","-0.4","+7",NA,0
"46","44","32","2019-01-12","30-308","SAS","@","OKC","L (-10)","0","3:57","0","1",".000","0","0","","1","2",".500","0","0","0","1","0","0","0","1","1","0.2","+6",NA,2.25
"47","45","33","2019-01-14","30-310","SAS","","CHO","L (-15)","0","7:01","0","0","","0","0","","0","0","","0","0","0","0","0","0","1","0","0","-1.0","-5",NA,-1
"48","46","34","2019-01-16","30-312","SAS","@","DAL","W (+4)","0","0:09","0","0","","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0.0","-3",NA,0
"52","50","35","2019-01-26","30-322","SAS","@","NOP","W (+12)","0","8:20","4","7",".571","1","2",".500","1","2",".500","1","0","1","0","0","0","0","0","10","7.0","+1",NA,11.2
"53","51","36","2019-01-27","30-323","SAS","","WAS","W (+13)","0","3:26","0","0","","0","0","","0","0","","0","1","1","0","0","0","0","0","0","0.3","-4",NA,1.2
"54","52","37","2019-01-29","30-325","SAS","","PHO","W (+2)","0","1:12","0","0","","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0.0","-2",NA,0
"55","53","38","2019-01-31","30-327","SAS","","BRK","W (+3)","0","3:14","0","0","","0","0","","0","0","","0","1","1","1","0","0","0","0","0","1.0","0",NA,2.45
"56","54","39","2019-02-02","30-329","SAS","","NOP","W (+5)","0","9:15","0","1",".000","0","0","","0","0","","0","1","1","1","1","0","0","0","0","1.3","-20",NA,5.45
"57","55","40","2019-02-04","30-331","SAS","@","SAC","L (-15)","0","1:13","0","0","","0","0","","0","0","","0","1","1","0","0","0","0","0","0","0.3","+2",NA,1.2
"58","56","41","2019-02-06","30-333","SAS","@","GSW","L (-39)","0","19:58","3","6",".500","0","2",".000","0","0","","0","1","1","3","0","0","0","2","6","4.6","-19",NA,10.95
"59","57","42","2019-02-07","30-334","SAS","@","POR","L (-9)","0","2:17","0","0","","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0.0","+6",NA,0
