"","Rk","G","Date","Age","Tm","Var.6","Opp","Var.8","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","GmSc","X...","NA.","FPTS"
"38","37","1","2018-12-29","20-355","UTA","","NYK","W (+32)","0","8:36","0","3",".000","0","0","","0","0","","2","1","3","0","0","0","1","1","0","-1.8","-10",NA,2.6
"82","79","2","2019-04-05","21-087","UTA","","SAC","W (+21)","0","3:05","1","1","1.000","0","0","","0","0","","0","2","2","0","0","0","0","1","2","1.9","+1",NA,4.4
"86","82","3","2019-04-10","21-092","UTA","@","LAC","L (-6)","0","24:13","7","12",".583","0","0","","1","2",".500","7","3","10","1","2","2","2","4","15","15.3","-9",NA,38.25
