"","Rk","G","Date","Age","Tm","Var.6","Opp","Var.8","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","GmSc","X...","NA.","FPTS"
"3","3","1","2018-10-20","28-256","MIN","@","DAL","L (-4)","0","7:48","0","1",".000","0","1",".000","0","0","","0","0","0","0","0","0","2","2","0","-3.5","-9",NA,-2
"6","6","2","2018-10-26","28-262","MIN","","MIL","L (-30)","0","3:52","0","1",".000","0","1",".000","0","0","","0","0","0","0","0","0","0","1","0","-1.1","0",NA,0
"8","8","3","2018-10-31","28-267","MIN","","UTA","W (+3)","0","7:09","1","1","1.000","0","0","","0","0","","0","0","0","0","0","0","0","1","2","1.3","-7",NA,2
"10","10","4","2018-11-04","28-271","MIN","@","POR","L (-30)","0","23:32","2","7",".286","0","3",".000","0","0","","0","1","1","3","0","0","0","3","4","1.1","-10",NA,8.95
"13","13","5","2018-11-09","28-276","MIN","@","SAC","L (-11)","0","10:58","2","4",".500","0","1",".000","0","0","","0","1","1","0","1","0","1","3","4","1.1","-11",NA,7.2
"14","14","6","2018-11-12","28-279","MIN","","BRK","W (+7)","0","0:03","0","0","","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0.0","0",NA,0
"49","47","7","2019-01-22","28-350","MIN","@","PHO","W (+27)","0","5:36","1","1","1.000","1","1","1.000","0","0","","1","0","1","1","0","0","1","1","3","2.7","+4",NA,4.45
"51","49","8","2019-01-25","28-353","MIN","@","UTA","L (-4)","0","6:25","1","1","1.000","0","0","","0","0","","0","1","1","1","0","0","0","0","2","2.7","-5",NA,4.45
"56","54","9","2019-02-07","29-001","MIN","@","ORL","L (-10)","0","1:50","0","1",".000","0","0","","0","0","","0","0","0","1","0","0","0","0","0","0.0","+2",NA,1.25
"70","67","10","2019-03-10","29-032","MIN","","NYK","W (+11)","0","1:42","0","0","","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0.0","-1",NA,0
"71","68","11","2019-03-12","29-034","MIN","@","DEN","L (-26)","0","18:01","5","8",".625","1","3",".333","0","0","","0","1","1","4","2","0","0","2","11","11.7","-14",NA,23.2
"72","69","12","2019-03-14","29-036","MIN","@","UTA","L (-20)","0","3:03","0","1",".000","0","1",".000","0","0","","0","0","0","1","0","0","0","0","0","0.0","-3",NA,1.25
"77","74","13","2019-03-26","29-048","MIN","","LAC","L (-11)","0","1:37","0","1",".000","0","1",".000","0","0","","0","0","0","0","0","0","0","0","0","-0.7","+3",NA,0
"85","81","14","2019-04-09","29-062","MIN","","TOR","L (-20)","0","18:56","3","6",".500","1","2",".500","0","1",".000","0","2","2","0","3","0","1","1","7","5.8","-9",NA,17.4
"86","82","15","2019-04-10","29-063","MIN","@","DEN","L (-4)","0","17:36","2","2","1.000","2","2","1.000","0","0","","0","1","1","1","0","0","0","2","6","5.6","+11",NA,8.45
