,Player,Pos,Team,Salary,Score
0,John Wall,PG,WAS,$9900,78.2
1,De'Aaron Fox,PG,SAC,$7500,49.1
2,Kentavious Caldwell-Pope,SG,LAL,$4300,42.7
3,Delon Wright,SG,TOR,$3600,31.6
4,Nemanja Bjelica,SF,SAC,$5200,39.5
5,Sam Dekker,SF,WAS,$3700,38
6,Anthony Davis,PF,NO,$13100,68.9
7,Bam Adebayo,PF,MIA,$5800,21.1
8,DeAndre Jordan,C,DAL,$6900,49.1
