,Player,Pos,Team,Salary,Score
0,Russell Westbrook,PG,OKC,$11100,71.3
1,Ryan Arcidiacono,PG,CHI,$4200,48
2,James Harden,SG,HOU,$11600,73.7
3,Damyean Dotson,SG,NY,$3500,32.8
4,Danilo Gallinari,SF,LAC,$7000,54
5,Kelly Oubre Jr.,SF,WAS,$4700,38.2
6,Jerami Grant,PF,OKC,$5600,38
7,Josh Jackson,PF,PHO,$3600,29.9
8,Rudy Gobert,C,UTA,$8500,60.7
