,Player,Pos,Team,Salary,Score
0,Trae Young,PG,ATL,$8800,79.6
1,Rajon Rondo,PG,LAL,$5500,46.1
2,Bradley Beal,SG,WAS,$9900,57.2
3,Zach LaVine,SG,CHI,$8300,69.3
4,Otto Porter Jr.,SF,CHI,$7200,49
5,Troy Brown Jr.,SF,WAS,$3500,19.3
6,Lauri Markkanen,PF,CHI,$9000,59.4
7,Cheick Diallo,PF,NO,$4300,35.7
8,Alex Len,C,ATL,$3500,45.5
