,Player,Pos,Team,Salary,Score
0,Trae Young,PG,ATL,$6100,38.9
1,Derrick Rose,PG,MIN,$4000,28.8
2,Jimmy Butler,SG,MIN,$9500,61.9
3,Garrett Temple,SG,MEM,$3800,42.8
4,Kevin Durant,SF,GS,$10200,63.3
5,Joe Ingles,SF,UTA,$6300,45.8
6,Kevin Love,PF,CLE,$8000,58.3
7,Marvin Bagley III,PF,SAC,$4000,44.1
8,Enes Kanter,C,NY,$7500,47
