,Player,Pos,Team,Salary,Score
0,Chris Paul,PG,HOU,$8200,50.2
1,Bryn Forbes,PG,SA,$3500,42.7
2,James Harden,SG,HOU,$11500,37.2
3,Tyrone Wallace,SG,LAC,$3500,31.8
4,TJ Warren,SF,PHO,$6400,32.2
5,Gerald Green,SF,HOU,$3500,29.5
6,Serge Ibaka,PF,TOR,$6500,46.8
7,Al-Farouq Aminu,PF,POR,$6300,29
8,Deandre Ayton,C,PHO,$6600,37.2
