,Player,Pos,Team,Salary,Score
0,Trey Burke,PG,NY,$3700,40.5
1,Shelvin Mack,PG,MEM,$3700,16.9
2,Luka Doncic,SG,DAL,$9000,58.6
3,Lou Williams,SG,LAC,$6500,61
4,Giannis Antetokounmpo,SF,MIL,$11500,71.3
5,Cedi Osman,SF,CLE,$4600,44.8
6,Noah Vonleh,PF,NY,$5900,48.1
7,Ed Davis,PF,BKN,$4000,43.7
8,Karl-Anthony Towns,C,MIN,$11100,60
