,Player,Pos,Team,Salary,Score
0,Kyrie Irving,PG,BOS,$10500,56.2
1,Seth Curry,PG,POR,$3700,36.6
2,CJ McCollum,SG,POR,$6800,55
3,Shake Milton,SG,PHI,$3500,16.7
4,Kevin Durant,SF,GS,$9400,50.3
5,Corey Brewer,SF,PHI,$4000,41.2
6,Jaren Jackson Jr.,PF,MEM,$5900,32.2
7,Al-Farouq Aminu,PF,POR,$5100,41.6
8,Nikola Jokic,C,DEN,$11000,70.6
