,Player,Pos,Team,Salary,Score
0,Kadeem Allen,PG,NY,$3500,39.6
1,Matthew Dellavedova,PG,CLE,$3500,26.6
2,Bradley Beal,SG,WAS,$9600,62.2
3,D'Angelo Russell,SG,BKN,$8600,56.4
4,Paul George,SF,OKC,$11600,80.4
5,Jake Layman,SF,POR,$4700,35.3
6,James Johnson,PF,MIA,$4200,35.2
7,Dario Saric,PF,MIN,$3700,36.6
8,Andre Drummond,C,DET,$10600,66.4
