,Player,Pos,Team,Salary,Score
0,Damian Lillard,PG,POR,$9900,54.6
1,Darren Collison,PG,IND,$6600,35.1
2,Luka Doncic,SG,DAL,$7200,34.3
3,Troy Daniels,SG,PHO,$3500,23.4
4,Joe Ingles,SF,UTA,$6100,34.1
5,Jonathan Isaac,SF,ORL,$4900,31.2
6,Aaron Gordon,PF,ORL,$7400,48.1
7,Lauri Markkanen,PF,CHI,$6200,40.5
8,Myles Turner,C,IND,$7100,52.7
