,Player,Pos,Team,Salary,Score
0,Spencer Dinwiddie,PG,BKN,$5800,39.1
1,Terry Rozier,PG,BOS,$4500,45.6
2,James Harden,SG,HOU,$13500,95
3,Allonzo Trier,SG,NY,$4400,47.5
4,Will Barton,SF,DEN,$4900,43.3
5,Darius Miller,SF,NO,$3500,14.4
6,Blake Griffin,PF,DET,$9800,60.3
7,Thaddeus Young,PF,IND,$5800,56.5
8,Marc Gasol,C,MEM,$7600,63.4
