,Player,Pos,Team,Salary,Score
0,Ben Simmons,PG,PHI,$9300,63.5
1,Eric Bledsoe,PG,MIL,$6700,49.1
2,James Harden,SG,HOU,$12600,81
3,Luka Doncic,SG,DAL,$8200,61.6
4,Mario Hezonja,SF,NY,$4400,37.2
5,Royce O'Neale,SF,UTA,$3500,30.9
6,Domantas Sabonis,PF,IND,$7700,44.5
7,Ersan Ilyasova,PF,MIL,$3700,27
8,Ante Zizic,C,CLE,$3900,33.6
