,Player,Pos,Team,Salary,Score
0,De'Aaron Fox,PG,SAC,$7500,57.7
1,Elfrid Payton,PG,NO,$7200,60.2
2,James Harden,SG,HOU,$11800,59.1
3,Ian Clark,SG,NO,$5100,51.3
4,Mario Hezonja,SF,NY,$7400,45.7
5,Thabo Sefolosha,SF,UTA,$3500,34.8
6,Draymond Green,PF,GS,$7100,57.5
7,Luke Kornet,PF,NY,$4500,40.9
8,Alex Len,C,ATL,$5000,53.6
