,Player,Pos,Team,Salary,Score
0,Jamal Murray,PG,DEN,$7200,47
1,Darren Collison,PG,IND,$4600,34.4
2,DeMar DeRozan,SG,SA,$8800,61.7
3,Klay Thompson,SG,GS,$6200,59
4,Josh Richardson,SF,MIA,$7200,49.6
5,Rudy Gay,SF,SA,$6400,45.2
6,Serge Ibaka,PF,TOR,$5200,45.3
7,Pascal Siakam,PF,TOR,$4400,47.6
8,Karl-Anthony Towns,C,MIN,$8800,63.2
