,Player,Pos,Team,Salary,Score
0,Kyrie Irving,PG,BOS,$7700,54.5
1,Jamal Murray,PG,DEN,$7300,55
2,Zach LaVine,SG,CHI,$8300,58.8
3,Langston Galloway,SG,DET,$3500,41.8
4,Paul George,SF,OKC,$9600,53.2
5,Josh Richardson,SF,MIA,$7300,47.6
6,Derrick Favors,PF,UTA,$4700,38.5
7,Taj Gibson,PF,MIN,$4700,36.3
8,Enes Kanter,C,NY,$6700,61.3
