,Player,Pos,Team,Salary,Score
0,J.J. Barea,PG,DAL,$4300,39.6
1,Tyus Jones,PG,MIN,$3500,21.2
2,DeMar DeRozan,SG,SA,$8600,52.3
3,Justin Holiday,SG,CHI,$5000,40.7
4,Giannis Antetokounmpo,SF,MIL,$12300,73.6
5,Kevin Durant,SF,GS,$10800,69.1
6,Marvin Bagley III,PF,SAC,$5500,43.4
7,Markieff Morris,PF,WAS,$4200,34.8
8,Tristan Thompson,C,CLE,$5700,54
