,Player,Pos,Team,Salary,Score
0,George Hill,PG,MIL,$4900,27.3
1,Shaun Livingston,PG,GS,$3600,8.9
2,Jaylen Brown,SG,BOS,$5700,29.4
3,Austin Rivers,SG,HOU,$3900,26.7
4,Giannis Antetokounmpo,SF,MIL,$11800,68.2
5,Kevin Durant,SF,GS,$11000,52.9
6,Marcus Morris,PF,BOS,$5900,37.8
7,PJ Tucker,PF,HOU,$5800,42.5
8,Al Horford,C,BOS,$6800,37.7
