,Player,Pos,Team,Salary,Score
0,Ben Simmons,PG,PHI,$9900,51
1,Stephen Curry,PG,GS,$9800,44.2
2,Lou Williams,SG,LAC,$6700,58.9
3,Klay Thompson,SG,GS,$5800,29.6
4,Danilo Gallinari,SF,LAC,$7500,40.8
5,Theo Pinson,SF,BKN,$3500,18.9
6,Montrezl Harrell,PF,LAC,$6700,38
7,JaMychal Green,PF,LAC,$4000,23.9
8,Boban Marjanovic,C,PHI,$5500,29.1
