,Player,Pos,Team,Salary,Score
0,Mike Conley,PG,MEM,$6900,53.8
1,Quinn Cook,PG,GS,$4400,41.1
2,Zach LaVine,SG,CHI,$8800,46.1
3,Eric Gordon,SG,HOU,$5000,36.8
4,Kevin Durant,SF,GS,$11200,57.5
5,Jeff Green,SF,WAS,$3700,32
6,LaMarcus Aldridge,PF,SA,$8100,41.5
7,Larry Nance Jr.,PF,CLE,$4900,34.3
8,Tristan Thompson,C,CLE,$5500,42.9
