,Player,Pos,Team,Salary,Score
0,Emmanuel Mudiay,PG,NY,$6300,46.2
1,Tyus Jones,PG,MIN,$3500,33.6
2,James Harden,SG,HOU,$11700,71.7
3,Devin Booker,SG,PHO,$8400,54.4
4,TJ Warren,SF,PHO,$6800,47.5
5,Omri Casspi,SF,MEM,$3500,32.2
6,Tobias Harris,PF,LAC,$7700,55.7
7,Jonas Jerebko,PF,GS,$3800,23.1
8,Rudy Gobert,C,UTA,$8200,50.6
