,Player,Pos,Team,Salary,Score
0,Stephen Curry,PG,GS,$9400,60.4
1,Emmanuel Mudiay,PG,NY,$5500,52.6
2,Klay Thompson,SG,GS,$6800,45.3
3,Danny Green,SG,TOR,$4500,37.2
4,Giannis Antetokounmpo,SF,MIL,$12000,74.8
5,Jared Dudley,SF,BKN,$3500,21
6,Thaddeus Young,PF,IND,$6200,48.5
7,Noah Vonleh,PF,NY,$5200,40.7
8,Steven Adams,C,OKC,$6800,53.8
