,Player,Pos,Team,Salary,Score
0,Lonzo Ball,PG,LAL,$6000,55.8
1,Dante Exum,PG,UTA,$3600,29.8
2,CJ McCollum,SG,POR,$6300,37.3
3,Iman Shumpert,SG,SAC,$3800,44.7
4,Giannis Antetokounmpo,SF,MIL,$12000,68.8
5,Kevin Durant,SF,GS,$10500,58.5
6,D.J. Wilson,PF,MIL,$3700,33.3
7,Luke Kornet,PF,NY,$3500,36.1
8,Joel Embiid,C,PHI,$10500,61
