,Player,Pos,Team,Salary,Score
0,Damian Lillard,PG,POR,$9400,56.7
1,Trey Burke,PG,NY,$3900,40.6
2,Tim Hardaway Jr.,SG,NY,$7400,45.4
3,Kentavious Caldwell-Pope,SG,LAL,$3800,28.8
4,LeBron James,SF,LAL,$12100,72.1
5,Kelly Oubre Jr.,SF,WAS,$4400,38.8
6,LaMarcus Aldridge,PF,SA,$8100,54.1
7,Jonas Jerebko,PF,GS,$3900,22
8,Enes Kanter,C,NY,$5900,47.3
