,Player,Pos,Team,Salary,Score
0,Damian Lillard,PG,POR,$9700,55.8
1,Kyle Lowry,PG,TOR,$7800,44.3
2,DeMar DeRozan,SG,SA,$8500,47.4
3,CJ McCollum,SG,POR,$6900,50.1
4,Kawhi Leonard,SF,TOR,$9300,52.8
5,Maurice Harkless,SF,POR,$4700,30.8
6,Paul Millsap,PF,DEN,$5500,34.9
7,Markieff Morris,PF,OKC,$3600,20.8
8,Nerlens Noel,C,OKC,$3500,22.4
