,Player,Pos,Team,Salary,Score
0,Patrick Beverley,PG,LAC,$4400,34
1,Monte Morris,PG,DEN,$3600,28.1
2,JJ Redick,SG,PHI,$5300,46.2
3,Frank Mason,SG,SAC,$3800,30.5
4,Danilo Gallinari,SF,LAC,$6600,38.7
5,Solomon Hill,SF,NO,$3500,26.6
6,Anthony Davis,PF,NO,$13000,70.6
7,Blake Griffin,PF,DET,$8800,77.8
8,Joel Embiid,C,PHI,$10700,64.7
