,Player,Pos,Team,Salary,Score
0,Mike Conley,PG,MEM,$8600,52
1,Jamal Murray,PG,DEN,$7400,63.2
2,DeMar DeRozan,SG,SA,$8800,61.6
3,Alec Burks,SG,CLE,$4400,34.5
4,Jeff Green,SF,WAS,$4400,45.9
5,DeAndre' Bembry,SF,ATL,$3800,31.3
6,LaMarcus Aldridge,PF,SA,$7800,53.4
7,Larry Nance Jr.,PF,CLE,$7100,61.5
8,Deandre Ayton,C,PHO,$7700,63.3
