,Player,Pos,Team,Salary,Score
0,Russell Westbrook,PG,OKC,$11700,65.9
1,Raul Neto,PG,UTA,$3500,10.5
2,Klay Thompson,SG,GS,$8000,40.2
3,Dion Waiters,SG,MIA,$4100,31.3
4,Paul George,SF,OKC,$10000,50.3
5,CJ Miles,SF,MEM,$3800,34.6
6,John Collins,PF,ATL,$8800,50.9
7,Derrick Favors,PF,UTA,$6400,41.9
8,Thomas Bryant,C,WAS,$3700,39.5
