,Player,Pos,Team,Salary,Score
0,Chris Paul,PG,HOU,$8800,36
1,Quinn Cook,PG,GS,$5800,29.8
2,James Harden,SG,HOU,$11500,52.5
3,Jeremy Lamb,SG,CHA,$5100,38.2
4,Kevin Durant,SF,GS,$11800,45.7
5,James Ennis III,SF,HOU,$3500,30.3
6,Jonas Jerebko,PF,GS,$3700,32.6
7,Kevon Looney,PF,GS,$3700,20.1
8,Tristan Thompson,C,CLE,$6100,39.7
