,Player,Pos,Team,Salary,Score
0,Jamal Murray,PG,DEN,$7700,40
1,Seth Curry,PG,POR,$3500,9.4
2,Jimmy Butler,SG,PHI,$7200,51.7
3,Malik Beasley,SG,DEN,$3600,20.3
4,Kawhi Leonard,SF,TOR,$9700,54.4
5,James Ennis III,SF,PHI,$3500,26.2
6,Pascal Siakam,PF,TOR,$8300,46.9
7,Paul Millsap,PF,DEN,$4800,31.7
8,Nikola Jokic,C,DEN,$11300,69.8
