,Player,Pos,Team,Salary,Score
0,De'Aaron Fox,PG,SAC,$7500,57.6
1,Derrick Rose,PG,MIN,$6200,48.1
2,Jrue Holiday,SG,NO,$8900,58
3,Buddy Hield,SG,SAC,$6400,54.7
4,Paul George,SF,OKC,$9400,62.9
5,Michael Kidd-Gilchrist,SF,CHA,$3700,35.6
6,Larry Nance Jr.,PF,CLE,$7000,47.5
7,Meyers Leonard,PF,POR,$3500,25.6
8,Steven Adams,C,OKC,$7200,52.1
