,Player,Pos,Team,Salary,Score
0,Jeff Teague,PG,MIN,$6300,46.7
1,D'Angelo Russell,PG,BKN,$6200,45.4
2,Jrue Holiday,SG,NO,$8600,55.6
3,Dennis Schroder,SG,OKC,$7200,50.5
4,Kevin Durant,SF,GS,$11300,66.2
5,Harrison Barnes,SF,DAL,$5500,40.5
6,Montrezl Harrell,PF,LAC,$6500,47.1
7,Rondae Hollis-Jefferson,PF,BKN,$4500,39.7
8,Mike Muscala,C,PHI,$3500,24.1
