,Player,Pos,Team,Salary,Score
0,Trey Burke,PG,NY,$4900,55.7
1,Devin Harris,PG,DAL,$3500,34.1
2,James Harden,SG,HOU,$11100,70.9
3,Allen Crabbe,SG,BKN,$4400,39.1
4,Giannis Antetokounmpo,SF,MIL,$11400,71.7
5,Jabari Parker,SF,CHI,$6200,50.6
6,Paul Millsap,PF,DEN,$5900,48
7,Noah Vonleh,PF,NY,$4100,41.5
8,Clint Capela,C,HOU,$8400,56
