,Player,Pos,Team,Salary,Score
0,Damian Lillard,PG,POR,$9800,60.4
1,Lonzo Ball,PG,LAL,$7300,43.2
2,Monte Morris,SG,DEN,$4300,43.1
3,Terrence Ross,SG,ORL,$4100,28.8
4,LeBron James,SF,LAL,$12000,64.7
5,Larry Nance Jr.,SF,CLE,$4800,34.7
6,Zach Collins,PF,POR,$4200,35.2
7,Marcus Morris,PF,BOS,$4200,32.5
8,Nikola Vucevic,C,ORL,$8200,47.7
