,Player,Pos,Team,Salary,Score
0,Ben Simmons,PG,PHI,$9500,57.7
1,Trae Young,PG,ATL,$7700,52.7
2,Dwyane Wade,SG,MIA,$5400,39.3
3,Josh Okogie,SG,MIN,$4800,32.2
4,Nemanja Bjelica,SF,SAC,$5200,45.9
5,Jeff Green,SF,WAS,$4400,36.2
6,Bam Adebayo,PF,MIA,$6400,48.2
7,Kelly Olynyk,PF,MIA,$5300,43.9
8,Karl-Anthony Towns,C,MIN,$11300,66.1
