,Player,Pos,Team,Salary,Score
0,Darren Collison,PG,IND,$5300,38.1
1,Derrick White,PG,SA,$4700,38.7
2,Lou Williams,SG,LAC,$6200,47.9
3,Luke Kennard,SG,DET,$3600,19.4
4,Justise Winslow,SF,MIA,$6500,51.7
5,Robert Covington,SF,MIN,$6500,51.4
6,Anthony Davis,PF,NO,$12600,85.4
7,Wendell Carter Jr.,PF,CHI,$5500,45.6
8,Nikola Vucevic,C,ORL,$9100,74
