,Player,Pos,Team,Salary,Score
0,Stephen Curry,PG,GS,$9800,48
1,Quinn Cook,PG,GS,$3500,32.8
2,Buddy Hield,SG,SAC,$7300,39.5
3,Delon Wright,SG,MEM,$6000,45.6
4,Danilo Gallinari,SF,LAC,$7500,49.5
5,Troy Brown Jr.,SF,WAS,$4300,36.9
6,LaMarcus Aldridge,PF,SA,$9200,62.1
7,Jonas Jerebko,PF,GS,$3500,31.7
8,Thomas Bryant,C,WAS,$7000,49.3
