,Player,Pos,Team,Salary,Score
0,Russell Westbrook,PG,OKC,$12100,78.6
1,Derrick White,PG,SA,$5500,48
2,Bruce Brown,SG,DET,$4200,29.2
3,Malik Beasley,SG,DEN,$3900,32.7
4,Paul George,SF,OKC,$9700,48.1
5,Justise Winslow,SF,MIA,$6600,36.9
6,LaMarcus Aldridge,PF,SA,$8100,79.8
7,Jerami Grant,PF,OKC,$5400,46.9
8,Mason Plumlee,C,DEN,$4500,39.9
