,Player,Pos,Team,Salary,Score
0,Jamal Murray,PG,DEN,$8100,53.9
1,Daryl Macon,PG,DAL,$3500,0
2,Luka Doncic,SG,DAL,$7600,50.2
3,Monte Morris,SG,DEN,$5700,33.3
4,Harrison Barnes,SF,DAL,$5600,40.8
5,Rodney Hood,SF,CLE,$4800,33.2
6,Larry Nance Jr.,PF,CLE,$7000,53.2
7,Thaddeus Young,PF,IND,$6500,39.3
8,Nikola Jokic,C,DEN,$11100,64.2
