,Player,Pos,Team,Salary,Score
0,John Wall,PG,WAS,$9800,57.8
1,Damian Lillard,PG,POR,$9600,50.2
2,D'Angelo Russell,SG,BKN,$7300,51.8
3,CJ McCollum,SG,POR,$6700,40.8
4,Otto Porter Jr.,SF,WAS,$5800,39.8
5,Jeff Green,SF,WAS,$4200,38.9
6,Noah Vonleh,PF,NY,$4100,45.8
7,Meyers Leonard,PF,POR,$3500,24.6
8,Hassan Whiteside,C,MIA,$8600,54.6
