,Player,Pos,Team,Salary,Score
0,Mike Conley,PG,MEM,$8900,47.3
1,Raul Neto,PG,UTA,$3500,21.1
2,Jimmy Butler,SG,PHI,$8500,62.4
3,D'Angelo Russell,SG,BKN,$7400,61.6
4,Kawhi Leonard,SF,TOR,$9700,52
5,DeAndre' Bembry,SF,ATL,$4000,35.2
6,John Collins,PF,ATL,$5000,43.2
7,Harry Giles III,PF,SAC,$3500,44.6
8,Marc Gasol,C,MEM,$9200,63.6
