,Player,Pos,Team,Salary,Score
0,Kemba Walker,PG,CHA,$8700,60.2
1,Ricky Rubio,PG,UTA,$5700,54.2
2,Victor Oladipo,SG,IND,$8300,43.6
3,DeMar DeRozan,SG,SA,$8100,61.4
4,Rudy Gay,SF,SA,$6100,44.5
5,Robert Covington,SF,PHI,$5700,47
6,Marcus Morris,PF,BOS,$4500,28.1
7,Kelly Olynyk,PF,MIA,$4500,34.5
8,Rudy Gobert,C,UTA,$8100,56.8
