,Player,Pos,Team,Salary,Score
0,Russell Westbrook,PG,OKC,$11000,58.4
1,Emmanuel Mudiay,PG,NY,$4200,48.4
2,Devin Booker,SG,PHO,$7900,50.3
3,Justin Holiday,SG,CHI,$5600,53.6
4,Kevin Durant,SF,GS,$10500,62.1
5,DeAndre' Bembry,SF,ATL,$3900,42.4
6,LaMarcus Aldridge,PF,SA,$8000,57.3
7,Noah Vonleh,PF,NY,$4800,44.7
8,Mason Plumlee,C,DEN,$3800,46.2
