,Player,Pos,Team,Salary,Score
0,Kyle Lowry,PG,TOR,$8200,50.9
1,D.J. Augustin,PG,ORL,$4900,30.5
2,Bradley Beal,SG,WAS,$10000,53.4
3,Dennis Schroder,SG,OKC,$5100,46.4
4,Cedi Osman,SF,CLE,$6000,34.7
5,Jabari Parker,SF,WAS,$5500,38.7
6,Bobby Portis,PF,WAS,$6400,39.4
7,Marquese Chriss,PF,CLE,$3600,12.5
8,Nikola Vucevic,C,ORL,$10200,61.6
