,Player,Pos,Team,Salary,Score
0,Chris Paul,PG,HOU,$8200,45.1
1,Frank Jackson,PG,NO,$5400,32.6
2,Bogdan Bogdanovic,SG,SAC,$4300,30.4
3,Luke Kennard,SG,DET,$4000,31.1
4,LeBron James,SF,LAL,$10700,63.7
5,Gordon Hayward,SF,BOS,$4800,29.5
6,LaMarcus Aldridge,PF,SA,$8700,69.6
7,Marvin Bagley III,PF,SAC,$7500,46.2
8,JaVale McGee,C,LAL,$6300,49.8
