,Player,Pos,Team,Salary,Score
0,Damian Lillard,PG,POR,$9300,58.1
1,Shaquille Harrison,PG,CHI,$3700,36.7
2,Andrew Wiggins,SG,MIN,$6700,46.2
3,David Nwaba,SG,CLE,$3500,28.9
4,LeBron James,SF,LAL,$11200,77.5
5,E'Twaun Moore,SF,NO,$4900,42.8
6,Blake Griffin,PF,DET,$9000,58.9
7,Dwight Powell,PF,DAL,$3700,30
8,Jusuf Nurkic,C,POR,$8000,58.3
