,Player,Pos,Team,Salary,Score
0,Damian Lillard,PG,POR,$9400,65.1
1,Jerryd Bayless,PG,MIN,$5000,51.4
2,Bradley Beal,SG,WAS,$9500,42.2
3,Monte Morris,SG,DEN,$3900,44.9
4,Justise Winslow,SF,MIA,$6400,30.7
5,Darius Miller,SF,NO,$4200,34.7
6,Jeff Green,PF,WAS,$4800,42
7,Kenrich Williams,PF,NO,$3600,39.1
8,Nikola Jokic,C,DEN,$11200,63.6
