,Player,Pos,Team,Salary,Score
0,Kemba Walker,PG,CHA,$8300,52.4
1,De'Aaron Fox,PG,SAC,$5200,42.3
2,Tim Hardaway Jr.,SG,NY,$6300,51.7
3,Terrence Ross,SG,ORL,$3800,31.8
4,Trevor Ariza,SF,PHO,$5500,44.1
5,Cedi Osman,SF,CLE,$4500,38
6,Anthony Davis,PF,NO,$12400,80.2
7,LaMarcus Aldridge,PF,SA,$8200,56.8
8,Jarrett Allen,C,BKN,$5600,39
