,Player,Pos,Team,Salary,Score
0,Ben Simmons,PG,PHI,$9900,61.3
1,Derrick White,PG,SA,$5400,60.5
2,DeMar DeRozan,SG,SA,$9100,46.3
3,Caris LeVert,SG,BKN,$5600,44.4
4,Kevin Durant,SF,GS,$9800,54.3
5,JJ Redick,SF,PHI,$5500,28
6,Tobias Harris,PF,PHI,$6800,52.7
7,Rodions Kurucs,PF,BKN,$3700,9.5
8,Ivica Zubac,C,LAC,$4000,41
