,Player,Pos,Team,Salary,Score
0,Ben Simmons,PG,PHI,$10000,64
1,Terry Rozier,PG,BOS,$4100,24.1
2,Dennis Schroder,SG,OKC,$6100,46.8
3,JJ Redick,SG,PHI,$5100,19.9
4,Kevin Durant,SF,GS,$10600,48.6
5,Paul George,SF,OKC,$9000,43.9
6,Marcus Morris,PF,BOS,$4500,33
7,Kevon Looney,PF,GS,$3500,33
8,Steven Adams,C,OKC,$6900,40.2
